smiles,name,bioactivity_class
Cc1cccc(c1)COc2ccc(cc2)C(=O)C3=C(C(=O)N([C@@H]3c4cccc(c4)Cl)CCC[NH+](C)C)O,C08996842,inactive
CNc1ncc(-c2cc(C(=O)NCc3c(C)cc(C)[nH]c3=O)c(C)c(-c3c(C)cnn3C)c2)cn1,CHEMBL5208386,active
CN(C)[C@H]1CC[C@@H](CC1)[C@@]1(C)Oc2c(O1)c(C)c(cc2Br)C(=O)NCc1c(C)cc(C)[nH]c1=O,50594132,active
Cc1cc(nc(n1)SCC(=O)N(Cc2ccc[nH+]c2)[C@H](c3ccc4c(c3)OCO4)C(=O)Nc5ccc6c(c5)OCO6)C,C08695868,inactive
Cc1cc([nH+]c2c1c(c(cc2N[C@@H](C)CCC[NH3+])OC)Oc3cccc(c3)C(F)(F)F)OC,C09294040,inactive
CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)nc2=O)c1C)-c1ccc(CN2CCOCC2)cc1F,172115,active
CCN(c1cc(-c2ccc(CN3CCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CHEMBL3697472,active
c1cc(ccc1[C@H]2[NH+]=c3ccc(cc3=[NH+]2)/N=C/c4cc(c(c(c4O)Br)[O-])Br)F,C63428579,inactive
Cc1ccc(cc1)Oc2c(c(nn2C)c3ccccc3)C[NH+](C[C@@H](COc4ccccc4C)O)C(C)C,C36316026,inactive
Cc1ccc(c(c1)NC(=O)CSc2nnc(s2)NC(=O)[C@H]3CC(=O)N(C3)c4cccc(c4)OC)C,C08907502,inactive
C/C(=N\NC(=[NH2+])S[C@@H]1CC(=O)N(C1=O)c2ccc(cc2)F)/c3ccc(cc3)C4CCCCC4,C59489471,inactive
CC(C)OC[C@@H](Cn1c2c(=O)[nH]c(=O)n(c2[nH+]c1N/N=C/c3ccc(cc3)Br)C)O,C08661019,inactive
CC(C1CN(C)C1)c1cc(Cl)c2CCN(Cc3c(C)cc(C)[nH]c3=O)C(=O)c2c1Cl,435681,active
C[C@H](c1nnc(n1c2ccc(cc2)F)S[C@@H](C)C(=O)Nc3cccc(c3)Br)[NH+](C)C,C12635254,inactive
c1cc(ccc1C2=NN([C@@](C2)(C(F)(F)F)O)C(=O)CC#N)Cl,C05008185,inactive
c1cc(ccc1C(=O)NCCC[NH+]2CCCC2)NC(=O)c3nnc(s3)COc4ccc(cc4)Cl,C33027933,inactive
c1ccc2=[NH+]C(=O)[C@@H]([NH+]=c2c1)CSc3nnc(s3)NC(=O)Nc4ccc(cc4)Br,C63752115,inactive
c1cc(cc(c1)Br)NC(=O)CSc2[nH+]c(c(cn2)S(=O)(=O)c3cccs3)N,C16842157,inactive
CCOc1ccc(cc1C[NH+]2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)/C=N/NC(=O)c5ccc(cc5)O,C20615936,inactive
CN1CCCc2c1ccc(c2)[C@@H](CNC(=O)Nc3cc(c(c(c3)OC)OC)OC)[NH+]4CCCCC4,C38517602,inactive
c1ccc(cc1)C(=O)N2[C@@H]3CCCC[C@H]3C[C@@H]2C(=O)NCCC(=O)NCc4ccc[nH+]c4,C72091978,inactive
C[C@H](c1nc2ccccc2c(n1)Nc3ccc(cc3)OC)[NH+]4CCN(CC4)S(=O)(=O)c5ccc(cc5)F,C22052443,inactive
CC(C)(C)NS(=O)(=O)c1ccc2c(c1)[C@H]3C=CC[C@H]3[C@H](N2)c4ccccc4OCc5ccccc5,C20710546,inactive
CCN(c1ccc(Cl)c(C(=O)N(C)Cc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CHEMBL3770109,active
CC(C)(C)c1csc(n1)[C@H]2CCCCN2C(=O)[C@@H]3CCC(=O)N3,C84284702,inactive
CCOC(=O)c1cnc([nH+]c1N)SCC(=O)OCC(=O)Nc2ccc(cc2F)Br,C10021588,inactive
c1ccc(cc1)C[C@@H](C(=O)N2CC[NH+](CC2)C/C=C/c3ccccc3)NC(=O)COc4ccc(cc4)Cl,C34970066,inactive
Cc1cccc(c1)COc2ccc(cc2OC)/C=C\3/C(=[NH2+])N4C(=[NH+]SC4=NC3=O)S(=O)(=O)C,C20205981,inactive
c1cc(ccc1[C@H]2[C@H](c3ccc(cc3S2)O)C(=O)c4ccc(cc4)OCC[NH+]5CCCCC5)O,C15919387,inactive
Cc1ccc(cc1)n2c(c(c(n2)C)NC(=O)CSc3nnc(n3N)C)C,C05993002,inactive
c1ccc(cc1)CN2CC=C3[C@H](C2)[C@H](C(C(=C3C#N)[NH3+])(C#N)C#N)c4cccc(c4)Br,C17118645,inactive
CC(C)C[C@@H](C(=O)NC(C)C)NC(=O)[C@@H]1CC2=c3ccccc3=[NH+][C@H]2[C@H]4N1C(=O)c5c4cccc5,C63383607,inactive
Cc1ccc2cccc(c2[nH+]1)Oc3c(c(ncn3)NNC(=O)COc4ccc(cc4Cl)Cl)[N+](=O)[O-],C40618675,inactive
CCCCOC(=O)C1[C@@H](C2C(=NC1=C)C[C@@H](CC2=O)c3ccc(c(c3)OC)OC)c4cc(c(c(c4)Br)O)OC,C06161971,inactive
C[C@@H]1C[C@@H](C[NH+](C1)CCCNC(=O)[C@@]2(Cn3c4cc(ccc4cc3C(=O)N2CCc5ccccc5)OC)C)C,C20918498,inactive
c1cc(cc(c1)Br)C(=O)N/C(=C\c2ccc[nH+]c2)/C(=O)Nc3cccc(c3)C(F)(F)F,C08387636,inactive
CC[C@@H]1CCCC[NH+]1CCCNC(=O)C2CCC(CC2)CNS(=O)(=O)c3c(cc(cc3C)C)C,C08813387,inactive
CCOc1ccc(cc1)NC[C@@H](Cn2c(c(c3c2cccc3)C4=CCN(CC4)S(=O)(=O)c5ccc(cc5)C)C)O,C33356494,inactive
COc1ccc(cc1)NC(=O)C[C@@H]2C(=O)N(/C(=N/N=C/c3ccc(o3)c4ccccc4Cl)/S2)CC=C,C39856808,inactive
CCOC(=O)C[NH+]1[C@H](c2cc(ccc2N[C@H]1c3ccccc3O)Br)c4ccccc4,C12311685,inactive
c1ccc(c(c1)C[NH2+][C@H]2CC(=O)N(C2=O)c3ccc(cc3)C(=O)OCC(=O)c4ccccc4Cl)Cl,C22835344,inactive
c1cc[nH+]c(c1)N[C@H](c2cccc(c2)F)c3c4c(sc3NC(=O)c5ccco5)CCCC4,C38550628,inactive
Cc1cc(ccc1NC(=O)[C@H]2CCC(=O)N([C@@H]2c3ccc(c(c3)OC)OC)c4ccc(cc4)OC)Br,C04756599,inactive
CCNC(=O)[C@@H]1C[C@@H](CN1Cc2ccccc2Cl)NC3CC[NH+](CC3)CCc4ccccc4,C19939079,inactive
c1cc(sc1S(=O)(=O)N2CCC[C@H](C2)C(=O)Nc3nc(cs3)CC(=O)N)Br,C25177887,inactive
CCOC(=O)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)C(=O)N(CC[NH+](C)C)c3nc4c(cccc4s3)C,C38144549,inactive
CCOC(=O)c1ccc(cc1)NC(=O)C[C@@H]2C(=O)N(/C(=N/c3ccc(cc3)F)/S2)CCc4ccc(c(c4)OC)OC,C97960267,inactive
COc1ccc(c(c1OC)OC)[C@H]2[C@@H]3CN(CC=C3[C@@H](C(=[NH2+])C2(C#N)C#N)C#N)C(=O)OCc4ccccc4,C09246390,inactive
CCOc1cc(ccc1OC(=O)c2cccs2)[C@H]3c4c(n[nH]c4OC(=C3C#N)[NH3+])c5ccc(cc5)OC,C08569255,inactive
CC[C@@H]1[C@@](/C=C(/C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)[NH+](C)C)O)(C)OC)C)\C)(C)O,C94303266,inactive
COc1cccc(c1)c2c3c([nH]n2)OC(=C([C@@H]3c4ccc(cc4)OCc5ccc(cc5)F)C#N)[NH3+],C09281043,inactive
COc1ccccc1N(C[C@H](C[NH+]2CCC(CC2)(c3ccc(cc3)Cl)O)O)S(=O)(=O)c4ccccc4,C71281372,inactive
Cc1ccc(cc1)[C@H]2[NH2+][C@H](CC(=N2)c3ccc4c(c3)OCO4)c5cc(ccc5O)Br,C13831067,inactive
CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1cnc(OC(C)C)cn1,601726,active
C[C@H]1C[C@@H](CN(C1)C(=O)Nc2ccc(cc2)S(=O)(=O)C(F)F)C,C76034965,inactive
CCN(C1CCOCC1)c1cc(\C=C\c2ccc(\C=C\C(=O)OC)cc2)cc(C(=O)NCc2c(C)c3CCCCc3[nH]c2=O)c1C,50544757,active
CCN(C(=O)C1CC1)c1cc(-c2ccc(N3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C,CHEMBL4877191,active
[H]/N=C\1/C(=C\c2cc(ccc2OCCOc3ccccc3CC=C)[N+](=O)[O-])/C(=O)N=C4N1N=C(S4)C(F)(F)F,C01875178,inactive
Cc1c\2c(oc1C(=O)NCCCn3cc[nH+]c3)CCC/C2=N\NC(=O)COc4ccc(cc4Cl)Cl,C40816276,inactive
CCOc1ccc(cc1OC)c2c3c([nH]n2)OC(=C([C@H]3c4ccc(c(c4OC)OC)OC)C#N)[NH3+],C09411354,inactive
Cc1cc2c(c(=O)n1Cc3ccc[nH+]c3)[C@@H](C(=C(O2)N)C#N)c4ccc(c(c4OC)OC)OC,C00730216,inactive
CCCN1c2ccccc2[C@@]3(C1=O)C(=C(C(=O)N3CCC[NH+](C)C)O)C(=O)c4ccc(cc4)S(=O)(=O)N5CCCC5,C98046921,inactive
Cc1cc(ccc1NC(=O)CN(c2ccc(c(c2)OC)OC)S(=O)(=O)c3ccccc3)I,C01127218,inactive
CCN1CCN(Cc2c(OC)cc(C)[nH]c2=O)C(=O)c2c1ccc(-c1c(C)noc1C)c2Cl,CHEMBL5094306,active
CC(C)n1ncc2c(cc(nc12)C1=CCN(CC1)C(=O)C1CCN(C)C1)C(=O)NCc1c(C)cc(C)[nH]c1=O,325937,active
c1ccc(c(c1)N2CCN(CC2)c3cc([nH+]cn3)SCC(=O)Nc4ccc(cc4Cl)F)F,C33174766,inactive
Cc1cc(no1)NC(=O)[C@@H](c2ccccc2)[NH+]3CCC(CC3)C(=O)Nc4ccccc4O,C27373857,inactive
COc1ccc(cc1OC)c2cc([nH+]c3c2c(c(s3)C(=O)Nc4ccccc4C(F)(F)F)N)c5cccs5,C98045041,inactive
c1ccc2c(c1)[C@@H]([C@H](N2Cc3ccc(cc3Cl)F)C(=O)O)C[NH2+]CCC4=c5ccccc5=[NH+]C4,C65321889,inactive
CCc1ccc(cc1)NC(=O)CSC2=NC3=C([C@H](C2C#N)c4ccc(c(c4)OC)OC)C(=O)CC(C3)(C)C,C12250337,inactive
Cn1c2c(c(=O)n(c1=O)C)n(c([nH+]2)C[NH+](C)Cc3ccccc3)Cc4c(cccc4Cl)Cl,C10104334,inactive
Cc1cc(c2c(c1)c(cc([nH+]2)S[C@H](C)C(=O)Nc3ccc(cc3)S(=O)(=O)NCC(C)C)C)C,C32529282,inactive
COc1ccc(cc1)N(CC(=O)N/N=C/c2ccc(cc2Cl)Cl)S(=O)(=O)c3ccc(c(c3)OC)OC,C97960495,inactive
CC(C)(C)Nc1c(nc2n1N[C@@H](S2)N3CCN(CC3)C(=O)[C@@H]4C=c5ccccc5=[NH+]4)c6ccccc6,C64450874,inactive
CCCCCOc1ccc(cc1OC)Cn2c3ccccc3[nH+]c2S[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,C39915945,inactive
COc1ccc(cc1OC)c2cc(c3c(nc[nH+]c3n2)N)c4cc(c(c(c4)Br)OC)OC,C09694493,inactive
Cc1c2c(c(c[nH+]1)CO)Cc3c(nc(nc3SCC(=O)Nc4ccc(cc4)OC)c5ccc(cc5)Cl)O2,C97987125,inactive
COc1cc(cc(c1O)OC)[C@H]2c3c(ncn3c4cccc(c4)F)N=C(CS2)O,C95480853,inactive
COC(C1CCN(C)CC1)c1cc(Br)c2CCN(Cc3c(C)cc(C)[nH]c3=O)C(=O)c2c1Cl,435640,active
COC1CC(C1)N1CCC(CC1)[C@@H](C)n1c(C)c(C(=O)NCc2c(SC)cc(C)[nH]c2=O)c2cccnc12,575021,active
COc1cc2cc[nH+]c(c2cc1OC)Cc3cc(c(cc3NC(=O)CS[C@H]4CCS(=O)(=O)C4)OC)OC,C71418214,inactive
CC(=O)N[C@H]1CC[C@H](N(C)c2cc(-c3cnn(CCN4CCOCC4)c3)cc(C(=O)NCc3c(C)cc(C)[nH]c3=O)c2C)CC1,CHEMBL3697429,active
CCOc1ccc(cc1)n2c(=O)c3c(nc2SCC(=O)NCc4ccco4)n(c(=S)s3)c5ccccc5,C03018723,inactive
c1ccc(cc1)/C=C/C(=O)Oc2ccc(cc2/C=N/NC(=O)C(=O)Nc3ccccc3C(=O)Nc4ccccc4)Br,C98228443,inactive
CN(C)[C@H]1CC[C@@H](CC1)[C@]1(C)Oc2c(O1)c(-c1ccsc1)c1CCN(Cc3c(C)cc(C)[nH]c3=O)C(=O)c1c2C,588049,active
Cc1cc(c2c(c1)occ2CC(=O)N/N=C/3\CCCc4c3c(c(o4)C(=O)NCCCn5cc[nH+]c5)C)C,C40826849,inactive
c1ccc(c(c1)/C=C\S(=O)(=O)Nc2[nH]c3ccc(cc3n2)Br)Cl,C96035255,inactive
c1cc(ccc1C(=O)NCCC2=c3cc(ccc3=[NH+]C2)Cl)NC(=O)C4=CSCCO4,C63666677,inactive
C[C@@]1(CS/C(=N/OC(=O)Nc2ccc(c(c2)Cl)Cl)/S1)/C=N/OC(=O)Nc3ccc(c(c3)Cl)Cl,C01887144,inactive
Cc1cc[nH+]c(c1)N[C@H](c2ccc3cccnc3c2O)c4cc(ccc4OC)I,C15016936,inactive
Cc1ccn2c(c1)[nH+]c(c2NC(C)(C)CC(C)(C)C)c3ccc(c(c3)OC)OC(=O)C45CC6CC(C4)CC(C6)C5,C35703250,inactive
CCN(c1cc(-c2cnn(C)c2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)C)CC1,CHEMBL3701005,active
CC[NH+](CC)c1ccc(cc1)NC(=O)CSc2nc([nH]n2)N/N=C/c3ccc(cc3)N(CC)CC,C59005629,inactive
CC(=O)Oc1ccc(cc1OC)/C=N\NC(=O)CSc2[nH+]c3ccccc3n2Cc4ccc(cc4)Cl,C33571714,inactive
C[C@H](c1ccccc1)/[NH+]=C(/c2c(c3n(n2)[C@@H](C[C@@H](N3)c4ccc(cc4)OC)C(F)(F)F)Cl)\O,C08444590,inactive
COc1ccc(cc1OC)CC/[NH+]=C(/Nc2ccc(cc2)F)\S[C@@H]3CC(=O)N(C3=O)c4ccc(cc4)Cl,C08425066,inactive
COc1cc(cc(c1OC)OC)[C@@H]2c3c(nc([nH+]c3OC(=C2C#N)N)SCc4ccccc4Cl)N,C12418730,inactive
Cn1c2c(c(=O)n(c1=O)C)n(c([nH+]2)NCCc3ccc(cc3)S(=O)(=O)N)Cc4ccccc4Cl,C08774906,inactive
COc1ccc(cc1)NC(=O)[C@H](c2ccc(c(c2)OC)OC)N(Cc3ccc[nH+]c3)C(=O)CN4c5ccccc5C(=O)C4=O,C08695817,inactive
c1ccc(c(c1)C(=O)Nc2ccc(cc2)Br)NC(=O)C(=O)N/N=C/c3ccc(cc3)OC(=O)c4ccc(cc4)Cl,C04282667,inactive
c1ccc(c(c1)[C@H]2[C@@H]([C@@](NC(=C2C#N)SCC(=O)Nc3cccc(c3)Cl)(C(F)(F)F)O)C(=O)c4cccs4)Cl,C98045727,inactive
c1ccc(cc1)C[NH+]2CCN(CC2)[C@@H](c3ccc(cc3Cl)Cl)c4c(n5c(s4)nc(n5)c6ccco6)O,C22795447,inactive
C[C@@H]1Cc2cc(ccc2O1)C(=O)C3=C(C(=O)N([C@@H]3c4ccc(cc4)C(=O)OC)c5nnc(s5)SCc6cccc7c6cccc7)O,C97970088,inactive
c1cc(cc(c1)Br)Cc2nnc(s2)NC(=O)Nc3ccc(cc3)F,C01236938,inactive
c1ccc2c(c1)c3c([nH]2)c(ncn3)SCC(=O)Nc4ccc(cc4)C(F)(F)F,C33172451,inactive
c1ccc(cc1)/C=c\2/c(=O)n3c(=C([C@H](C(=C3N)S(=O)(=O)c4ccccc4)c5ccccc5)S(=O)(=O)c6ccccc6)s2,C08448711,inactive
c1ccc2c(c1)c(cc(n2)[C@@H]3CN(CCO3)S(=O)(=O)c4ccc(cc4)Cl)C(=O)N,C19762879,inactive
c1ccc(cc1)NC(=O)C[C@@H]2C(=O)N/C(=N\N=C\c3cccc(c3)OCc4ccccc4Cl)/S2,C16115252,inactive
CN1[C@@H]2[C@H](C(=O)N(C1=O)C)N(C(=N2)N3CCC(CC3)C(=O)N)CCSC4[NH+]=c5ccccc5=[NH+]4,C63458346,inactive
Cc1ccccc1N2CCN(CC2=O)C(=O)[C@@H](c3ccc(cc3)Cl)O,C77339300,inactive
Cc1cc(nc2c1cc(cc2)N/C(=[NH+]/CCN3CCc4ccccc4C3)/[S-])N5CC[NH+](CC5)C,C15961505,inactive
CCOC(=O)c1c2c(sc1NC(=O)[C@H]3CCCN3S(=O)(=O)c4ccc(cc4)F)C[NH+](CC2)C(C)C,C36660331,inactive
c1ccc2c(c1)c(c[nH]2)CCNC(=O)Cc3ccc(cc3)NC4=N[C@H]5CS(=O)(=O)C[C@H]5S4,C09860564,inactive
CNS(=O)(=O)c1cc(cc(c1)NCc2cccc3c2OCO3)C(=O)Nc4ccc5c(c4)CCC5,C14539479,inactive
c1ccc(cc1)c2c3c(n(n2)c4ccc(cc4)F)N(C(=O)CS[C@@H]3c5ccccc5F)CC(=O)NCc6cc[nH+]cc6,C98011196,inactive
Cc1cccc(c1C)n2c(nnc2SCC(=O)N3[C@@H](CC(=N3)c4cccs4)c5ccc(cc5)OC)CNC(=O)COc6ccccc6,C97962017,inactive
CCOc1ccc(cc1)C(=O)[C@@H]2[C@@H](N(C(=O)C2=O)CCc3c[nH]c4c3cccc4)c5ccc(cc5)C(=O)OC,C01411049,inactive
CC[NH+](C[C@H](C[NH+](CCc1ccccc1)S(=O)(=O)[O-])O)C[C@H](COc2ccc(cc2)C(C)(C)C)O,C13739550,inactive
C[C@@H](c1nnc(n1c2ccc(cc2)Cl)S[C@H](C)C(=O)Nc3ccc4c(c3)CCC4)[NH+](C)C,C16920051,inactive
Cc1c(c(=O)n([nH]1)c2ccccc2)[C@@H](c3cc(ccc3OCC#C)Cl)c4c(nn(c4O)c5ccccc5)C,C59116598,inactive
COc1ccccc1CNC(=O)[C@@H]2C[C@H](C[NH+]2Cc3cccc(c3)F)Sc4[nH]c5ccccc5n4,C11911166,inactive
CC[C@@H](c1nnc(n1Cc2ccccc2)S[C@@H](C)C(=O)Nc3ccccc3c4ccccc4)[NH+](C)C,C09375646,inactive
C[NH+]1CCO[C@@H](C1)CNS(=O)(=O)c2c(cc(cc2Br)Br)N,C97996835,inactive
Cc1c2c(n(n1)c3ccccc3)[NH+]=C4C(=Nc5ccccc5N4[C@@H]2c6ccccc6F)Nc7cccc(c7)OC,C02317870,inactive
CCN(c1cc(Cl)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N2CCC2)CC1,CHEMBL3963830,active
COc1cc(C)[nH]c(=O)c1CN1CCN(C)c2c(Cl)cc(-c3ccc(CN4CCOCC4)cc3)c(Cl)c2C1=O,CHEMBL5079867,active
CCOc1cc(c(cc1OCC#N)Br)[C@H]2[C@@H]3C[C@@H](CC=C3[C@H](C(=[NH2+])C2(C#N)C#N)C#N)C(C)(C)C,C05920862,inactive
c1cc(cc(c1)C(F)(F)F)C(=O)NNC(=O)C2=NO[C@H](C2)CNc3c(cc(c[nH+]3)C(F)(F)F)Cl,C08781485,inactive
CN(C1CCNCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CN2CCOCC2)cc1,172007,active
C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)/C=N/CC[NH+]7CCCCC7)O)O,C70698077,inactive
C[C@H](/C(=N/C1=c2cc(ccc2=[NH+][C@@H]1C(=O)OC)Br)/[O-])[NH+]3CCC(CC3)C(=O)N,C38600708,inactive
Cc1ccc(cc1)c2c3c([nH]n2)C(=O)N([C@H]3c4ccc(c(c4)OC)OCCC(C)C)CCC[NH+]5CCOCC5,C40341714,inactive
Cc1cc(C)c(CNC(=O)c2cc(nc3n(ncc23)C2COC2)C2CC(C)(C)NC(C)(C)C2)c(=O)[nH]1,325953,active
C[C@H]1CCc2c(sc(c2C(=O)N)NC(=O)CSc3nnc(n3C)Cc4ccccc4)C1,C14091351,inactive
c1ccc(cc1)C[C@H]2[C@@H]3[C@@H](C(=O)N(C3=O)C4CCCC4)[C@@]5(N2)c6ccccc6NC5=O,C20611411,inactive
c1ccc(cc1)C[NH+]2CCc3c(c(nc(n3)N4CC[NH+](CC4)Cc5ccc6c(c5)OCO6)OCC(=O)[O-])C2,C73709398,inactive
COc1cc(ccc1O)/C=N/NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(cc3)Br,C59922079,inactive
COc1cccc(c1OC)[C@H]2[C@H]3[C@H](N[C@H]([C@H](C3=O)[C@@H]([NH2+]2)c4cccc(c4OC)OC)c5cccc(c5OC)OC)c6cccc(c6OC)OC,C95100682,inactive
c1ccc(cc1)Oc2ccc(cc2)Nc3nnc(s3)SCC(=O)Nc4c(ccs4)C(=O)N,C09632667,inactive
CCc1c(c(nc(n1)c2ccc(c(c2)O)OC)NCC)I,C97625962,inactive
CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c3CCCCc3c(C)[nH]c2=O)c1C)-c1ccc(nc1)N1CCN(C)CC1,50590377,active
c1ccc(cc1)C(=O)Oc2ccc(cc2/C=N/NC(=O)c3ccccc3NS(=O)(=O)c4ccc(cc4)Cl)Br,C04232344,inactive
Cc1ccccc1n2c(n[nH]c2=S)c3cnn4c3N[C@H](C[C@H]4C(F)F)c5ccccc5,C02791086,inactive
c1ccc(cc1)/N=N/c2ccc(cc2)N[C@@H](C(Cl)(Cl)Cl)NC(=O)CN3C(=O)c4ccccc4S3(=O)=O,C98228605,inactive
c1cc2c(cc1Br)c3cc(ccc3n2C[C@@H](C[NH+]4CCN(CC4)CCO)O)Br,C22798223,inactive
Cc1cc(c(c(c1)C)NC(=O)CSc2nnc(s2)NC(=O)[C@H]3CC(=O)N(C3)c4ccc(cc4)F)C,C08908631,inactive
C[NH+]1CCN(CC1)C(=S)Sc2nc(nc(n2)Nc3ccc(cc3)OC)Nc4ccc(cc4)OC,C58979098,inactive
c1ccc(cc1)CNS(=O)(=O)c2ccc(cc2)NC(=S)NC(=O)c3ccc(cc3)c4ccccc4,C13989834,inactive
Cc1cc(C(=O)NC2CC(C)(C)NC(C)(C)C2)ccc1Oc1ccccc1C#N,CHEMBL3264776,active
COc1ccc(cc1OC)NC(=O)CN(c2ccc(cc2)I)S(=O)(=O)c3ccccc3,C01142028,inactive
c1ccc(cc1)CCN2C(=O)N(C(=O)C23CC[NH+](CC3)Cc4cccc(c4)F)Cc5cccc[nH+]5,C14533063,inactive
CC(C)c1ccc(cc1)N\2[C@@H]3CS(=O)(=O)C[C@@H]3S/C2=[NH+]\C=C(\C#N)/C(=O)Nc4ccc(cc4)Cl,C36596956,inactive
CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC2)C2CC2)c2ncncc12,574902,active
CC(C)CNC(=O)c1ccccc1N2C(=O)[C@@H]3CC4=c5ccccc5=[NH+][C@@H]4[C@@H](N3C2=O)c6ccc(cc6)OC,C63375742,inactive
COc1ccc2nc(Nc3nc(O)cc(CSc4nnnn4-c4ccccc4)n3)nc(C)c2c1,CHEMBL1602143,inactive
Cc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)NC(=O)[C@@H]3[C@H](C3=C)C(=O)Nc4ccc(cc4)NS(=O)(=O)c5ccc(cc5)C,C08431397,inactive
COc1ccccc1NC(=O)CSc2[nH+]ccn2c3ccc(cc3)C(=O)NCc4cccs4,C96324441,inactive
Cc1cccc(n1)CNc2cc3c(c(n(c3[nH+]c2)CC(C)C)C(=O)OC)NC(=O)Cc4ccccc4,C14540883,inactive
COc1ccccc1CNC(=O)[C@@H]2C[C@@H](C[NH+]2Cc3cccc(c3)F)Sc4[nH]c5ccccc5n4,C11911934,inactive
COc1ccc(cc1OC)[C@H]2C[C@@H](n3c(c(c(n3)/C(=[NH+]/Cc4cccs4)/O)Cl)N2)C(F)(F)F,C00867115,inactive
c1ccc2=[NH+]CC(=c2c1)CC[NH2+]C[C@H](Cn3c4ccc(cc4c5c3ccc(c5)Cl)Cl)O,C63934838,inactive
Cc1c(sc2c1c(nc(n2)CSc3ccc(cc3)Cl)NCCN[C@@H]4CCS(=O)(=O)C4)C,C32809990,inactive
c1cc2cccc3c2c(c1)C(=O)N(C3=O)c4ccc5c(c4)sc(n5)SCC(=O)c6ccc(c(c6)O)O,C59417612,inactive
Cc1cccc(c1Nc2c3ccccc3nc(n2)[C@H](C)[NH+]4CCN(CC4)S(=O)(=O)c5ccc(cc5)F)C,C22052519,inactive
c1cc(c(cc1NC(=O)C[NH+]2CCN(CC2)C(=O)NCCC(=O)N3CCCC3)C(F)(F)F)Cl,C09515669,inactive
[H]/N=C\1/C(=C\c2cc(c(c(c2)Br)OCCOc3ccccc3Cl)OC)/C(=O)N=C4N1N=C(S4)C,C97959073,inactive
Cc1cc(ccc1C(=O)C2=C(C(=O)N([C@@H]2c3ccc(cc3)O)CCC[NH+](C)C)O)OCc4ccccc4,C09312001,inactive
CCOc1ccc(c(c1)[C@@H]2C(=C(NC(=O)N2)CSc3[nH]c4cc(ccc4[nH+]3)C)C(=O)OCC)OCC,C01425290,inactive
c1ccc(cc1)CC(=O)Nc2nnc(s2)S[C@@H]3C[C@H]4C[NH+]([C@@H]3[C@@H]4Br)Cc5ccccc5,C04288648,inactive
CC[C@@H](C(=O)N1CCC(CC1)C)Sc2nc3c(c([nH]n3)C)c(=[NH2+])n2c4ccc(cc4)OC,C20759762,inactive
c1cc(ccc1C(=O)N)NC(=O)[C@@H]2CCCN(C2)S(=O)(=O)Cc3ccc(cc3Cl)Cl,C13678640,inactive
Cc1cc(c(c(c1)C)c2csc(n2)NC(=O)c3ccc(cc3)NC(=O)CSc4[nH+]ccn4C)C,C24959807,inactive
COc1cc(cc(c1OC)OC)C(=O)c2cc(ccc2N/C=C(/C#N)\c3nc(cs3)c4ccc(c(c4)Cl)Cl)Cl,C97966537,inactive
CCCCOc1ccc(cc1)[C@H]2C(=C(C(=O)N2Cc3cc[nH+]cc3)O)C(=O)c4cccc(c4)OCCCC,C33459435,inactive
COCCNC(=O)[C@@H](c1ccc(cc1)F)N(c2cccc(c2)F)C(=O)CCC(=O)Nc3cccc[nH+]3,C13501540,inactive
CCOC(=O)c1c([nH+]c(nc1N)c2c(c3c(nc(nc3s2)c4ccccc4)Nc5nc(cc(n5)C)C)C)C,C03625354,inactive
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)Nc2nc3c(s2)c(cc([nH+]3)c4cccs4)C(F)(F)F,C13015665,inactive
c1ccc2c(c1)C=C[NH+]3[C@H]2[C@@]4(c5ccccc5NC4=O)[C@@H]([C@@H]3C(=O)c6ccco6)C(=O)c7ccc(cc7)Cl,C09087734,inactive
