smiles,name
c1cc(Cl)ccc1OS(=O)(=O)c2sc(cc2)-c3nc(C)sc3,AW00443
c1sc(C)nc1-c(cc2)sc2S(=O)(=O)N3CCN(CCC3)c4nc(ns4)-c5ccccc5,AW00445
c1ccnc(c1[N+]([O-])=O)N2CCC[NH2+]CC2,AW00446
c1ccncc1-n(c2=O)c(nc(c23)cccc3)SCc4c(F)cccc4Cl,AW00447
c1cc(C(F)(F)F)nc(C)c1-c2oc(nn2)SCc3c(F)cccc3Cl,AW00448
Cc1cc(C)cc(C)c1-n2c(nnn2)SCc3c(F)cccc3Cl,AW00449
c1cccc(Cl)c1OS(=O)(=O)c2sc(cc2)-c3nc(C)sc3,AW00450
c1ccnc(c1[N+]([O-])=O)N(CCC2)CCN2C(=O)Nc(c3C(F)(F)F)cccc3,AW00451
c1ccnc(c1[N+]([O-])=O)N(CCC2)CCN2C(=O)Nc3c(C)c(Cl)ccc3,AW00452
FC(F)(F)c1cc(N)c(cc1)NCCNC(=O)OC(C)(C)C,AW00453
c1ccnc(c1[N+]([O-])=O)N(CCC2)CCN2C(=O)Nc3ccccc3,AW00454
c1cc(C)ccc1S(=O)(=O)[N-]C(=O)N2CCN(CCC2)c(c3[N+]([O-])=O)nccc3,AW00455
c1ccnc(c1[N+]([O-])=O)N(CCC2)CCN2C(=O)Nc3c(Cl)cccc3C,AW00456
c1ccnc(c1[N+]([O-])=O)N(CCC2)CCN2C(=O)Nc3cccc(c34)cccc4,AW00457
c1ccccc1-c(ns2)nc2N3CCN(CCC3)C(=O)Nc4ccccc4,AW00458
c1ccccc1-c(ns2)nc2N3CCN(CCC3)C(=O)Nc4c(Cl)cccc4,AW00459
c1ccnc(c1[N+]([O-])=O)N(CCC2)CCN2C(=O)Nc3cc(C)cc(c3)C,AW00460
c1ccnc(c1[N+]([O-])=O)N(CCC2)CCN2C(=O)Nc3c(Cl)cccc3,AW00461
