smiles,name
c1cc(C(=O)C)oc1-c2c(F)cc(F)cc2,CD10801
C1COCCN1S(=O)(=O)c2ccc(C(=O)N)cc2,CD10807
FC(F)(F)c(c1)cc(C(F)(F)F)cc1S(=O)(=O)NCc(c2)cc(C(F)(F)F)cc2C(F)(F)F,CD10809
c1cc(F)cc(F)c1S(=O)(=O)NCc(c2)cc(C(F)(F)F)cc2C(F)(F)F,CD10810
C1COCCN1S(=O)(=O)c2ccc(C(=S)N)cc2,CD10813
c1cc(Cl)c(Cl)cc1S(=O)(=O)NCc(c2)cc(C(F)(F)F)cc2C(F)(F)F,CD10814
c1cc(F)cc(F)c1-c2oc(cc2)C(=O)/C=C/N(C)C,CD10815
C1COCCN1S(=O)(=O)c2ccc(cc2)C(=O)/[NH+]=C/N(C)C,CD10819
OCCCC(=O)CC(=O)c1ccc(F)cc1,CD10820
c1cc(C(=O)C)oc1-c(c2)cc(C(F)(F)F)cc2C(F)(F)F,CD10821
c1cc(F)cc(F)c1C(=O)NCc(c2)cc(C(F)(F)F)cc2C(F)(F)F,CD10823
CC(C)(C)C(=O)/C(C#N)=C/c(cc1)ccc1C(F)(F)F,CD10827
c1cccc(c12)NC(=O)/C2=C/c(cc3)ccc3C(F)(F)F,CD10828
C1COCCN1S(=O)(=O)c2ccc(cc2)\C(N)=N\OC(=O)c3ccc(Cl)cc3,CD10831
C1COCCN1S(=O)(=O)c2ccc(cc2)C(=O)NC(=O)Nc3ccc(Cl)cc3,CD10835
C1COCCN1S(=O)(=O)c2ccc(cc2)C(=O)NC(=O)N3CCOCC3,CD10838
C1COCCN1S(=O)(=O)c2ccc(cc2)\C(N)=N\OC(=O)c3ccccc3,CD10840
C1COCCN1S(=O)(=O)c2ccc(cc2)-c3nc(on3)-c4ccccc4,CD10844
O=S(=O)(C)CS(=O)(=O)Oc1ccc(Br)cc1,CD10854
O=S(=O)(C)CS(=O)(=O)Oc(cc1C(F)(F)F)ccc1,CD10860
C1SCC[C@H]1OC(=O)Nc(cc2)ccc2C(=O)C,CD10864
c1cc(C(=O)C)oc1-c2cc(Cl)cc(Cl)c2,CD10867
Fc1cccc(N)c1CN\C(=N\C#N)SC,CD10870
c1ccc(Br)cc1OS(=O)(=O)CS(=O)(=O)Oc2cc(Br)ccc2,CD10872
FC(F)(F)c1cc(ccc1)CSC(=O)c2cc(Cl)c(Cl)cc2,CD10879
c1cc(I)ccc1OS(=O)(=O)CS(=O)(=O)Oc2ccc(I)cc2,CD10882
C1COCCN1S(=O)(=O)c2c(C)c(F)c(Cl)cc2,CD10884
c1c(Cl)sc(Cl)c1S(=O)(=O)N2CCC(C(=O)N)CC2,CD10887
O=S(=O)(C)CS(=O)(=O)Oc1ccc(Cl)cc1,CD10896
c1ccsc1\C=C(C#N)\C(=O)c2n(C)ccc2,CD10897
c1ccn(C)c1C(=O)/C(C#N)=C/c2ccc(C#N)cc2,CD10899
Cc1ccnn1-c2ccc(Cl)cc2,CD10904
c1ccn(C)c1C2=C(C#N)[C@H](C(C#N)=C(O2)N)c3c(Cl)cccc3Cl,CD10905
CN(C)\C=C\C(=O)c(cc1)oc1-c2cc(Cl)cc(Cl)c2,CD10906
CN(C)\C=C\C(=O)c(cc1)oc1-c(c2)cc(C(F)(F)F)cc2C(F)(F)F,CD10907
c1cc(F)cc(F)c1-c2oc(cc2)\C=N\OC(=O)Nc3ccc(Cl)cc3,CD10908
O=S(=O)(C)Nc(c1)cc(NS(=O)(=O)C)cc1C(F)(F)F,CD10909
c1cn[nH]c1-c2oc(cc2)-c(c3)cc(C(F)(F)F)cc3C(F)(F)F,CD10910
c1ccc(C(F)(F)F)cc1S(=O)(=O)[N-]c(c2)cc(cc2C(F)(F)F)NS(=O)(=O)c3cc(C(F)(F)F)ccc3,CD10911
c1ccn(C)c1C2=C(C#N)[C@H](C(C#N)=C(O2)N)c3ccc(C#N)cc3,CD10912
c1cc(F)cc(F)c1-c2oc(cc2)\C=N\OC(=O)c3ccc(Cl)cc3,CD10913
c1cc(F)cc(F)c1-c2oc(cc2)\C=N\OC(=O)Nc3ccccc3,CD10915
c1cc(C#N)oc1-c2c(F)cc(F)cc2,CD10918
c1cc(F)cc(F)c1-c2oc(cc2)CNC(=O)Nc3ccc(Cl)cc3,CD10919
c1cc(F)cc(F)c1S(=O)(=O)Nc(c2)cc(cc2C(F)(F)F)[N-]S(=O)(=O)c3c(F)cc(F)cc3,CD10920
c1ccccc1S(=O)(=O)[N-]c(cc2C(F)(F)F)cc(c2)NS(=O)(=O)c3ccccc3,CD10921
c1cc(Cl)c(Cl)cc1S(=O)(=O)[N-]c(c2)cc(cc2C(F)(F)F)NS(=O)(=O)c3cc(Cl)c(Cl)cc3,CD10923
c1cc(Cl)cc(Cl)c1C(=O)n2c(ccn2)-c3oc(cc3)-c4c(F)cc(F)cc4,CD10928
c1cc(F)cc(F)c1S(=O)(=O)n2c(ccn2)-c3oc(cc3)-c4c(F)cc(F)cc4,CD10929
CNC(=O)n1c(ccn1)-c2oc(cc2)-c3c(F)cc(F)cc3,CD10932
c1cc(F)cc(F)c1-c2oc(cc2)CNC(=O)c3ccc(Cl)cc3,CD10935
c1ccccc1S(=O)(=O)NCc(cc2)oc2-c3c(F)cc(F)cc3,CD10936
c1cc(F)cc(F)c1-c2oc(cc2)C(=O)/C=C/c3ccc(Cl)cc3,CD10939
n1ccc(n1S(=O)(=O)C)-c2oc(cc2)-c3c(F)cc(F)cc3,CD10941
c1ccccc1C(=O)Nc(cc2C(F)(F)F)cc(c2)NC(=O)c3ccccc3,CD10953
c1ccsc1C(=O)Nc(cc2C(F)(F)F)cc(c2)NC(=O)c3sccc3,CD10955
c1cc(N)ccc1Oc2c(C#N)cccc2C#N,CD10959
[O-][N+](=O)c1oc(cc1)C(=O)Nc(c2)cc(cc2C(F)(F)F)NC(=O)c(cc3)oc3[N+]([O-])=O,CD10961
Fc1cccc(F)c1C(=O)Nc(cc2C(F)(F)F)cc(c2)NC(=O)c3c(F)cccc3F,CD10962
O=C([O-])c1c(F)c(C)ccc1,CD10965
C1NC(=S)Nc(c12)cccc2F,CD10970
c1cc(F)cc(F)c1S(=O)(=O)Nc2ccc(cc2)Oc3c(C#N)cccc3C#N,CD10972
c1cc(Cl)cc(Cl)c1C(=O)Nc2ccc(cc2)Oc3c(C#N)cccc3C#N,CD10973
c1cc(OC)ccc1S(=O)(=O)Nc2ccc(cc2)Oc3c(C#N)cccc3C#N,CD10976
c1ccccc1S(=O)(=O)Nc2ccc(cc2)Oc3c(C#N)cccc3C#N,CD10977
ClC1(Cl)C[C@@H]1CCNC(=O)Nc2c(Cl)cc(Cl)cc2,CD10980
C1COCCN1S(=O)(=O)c2ccc(cc2)Oc3c(C#N)cccc3C#N,CD10983
c1cc(Cl)ccc1NS(=O)(=O)c2ccc(cc2)Oc3c(C#N)cccc3C#N,CD10984
c1cc(OC)ccc1NS(=O)(=O)c2ccc(cc2)Oc3c(C#N)cccc3C#N,CD10985
FC(F)(F)c(c1)cc([N+]([O-])=O)c(c1[N+]([O-])=O)NCC[C@H]2CC2(Cl)Cl,CD10986
ClC1(Cl)C[C@@H]1CCNC(=O)C(C)(C)C,CD10987
c1cccn1-c2c(C#N)cccc2C#N,CD10988
ClC1(Cl)C[C@@H]1CCNC(=O)c(cc2)ccc2[N+]([O-])=O,CD10989
c1cc(Cl)ccc1S(=O)(=O)NCC[C@H]2CC2(Cl)Cl,CD10990
ClC1(Cl)C[C@@H]1CCN\C(=N\C#N)SC,CD10991
Clc1cccc(Cl)c1-c2c(c(on2)C)C(=O)NCC[C@H]3CC3(Cl)Cl,CD10993
c1ccccc1S(=O)(=O)NCC[C@H]2CC2(Cl)Cl,CD10994
[NH2+]=C(N)Nc1sc(Br)c(n1)C,CD10996
ClC1(Cl)C[C@@H]1CCNC(=O)c2c(cccc2)NC(=O)Nc3ccccc3,CD11000
c1ccccc1NS(=O)(=O)c2ccc(cc2)Oc3c(C#N)cccc3C#N,CD11001
n1cc(C(=O)C)c(C)n1-c2c(Cl)c(Cl)c(Cl)cc2,CD11003
O=S(=O)(C)Nc1ccc(cc1)Oc2c(C#N)cccc2C#N,CD11008
O=C(C)c1c(C)n(nc1)-c2ccc(C(F)(F)F)cc2,CD11014
O=C([O-])c1cc(Br)cc(Br)c1,CD11016
O=C1C=C(OCC)CN1CC#C,CD11017
OCC(C)(C)NC(=O)c1c(F)c(ccc1)C(=O)NC(C)(C)CO,CD11018
Cc1nn(C)c(O)c1/N=N/c2ccc(C)cc2,CD11020
CSc1cc(C(C)(C)C)nn1S(=O)(=O)c2c(F)cc(F)cc2,CD11021
c1cc(Cl)ccc1OS(=O)(=O)c2ccc(cc2)Oc3c(C#N)cccc3C#N,CD11029
c1ccccc1OS(=O)(=O)c2ccc(cc2)Oc3c(C#N)cccc3C#N,CD11030
[O-][N+](=O)c1ccc(cc1)OS(=O)(=O)c2ccc(cc2)Oc3c(C#N)cccc3C#N,CD11032
c1cc(OC)ccc1OS(=O)(=O)c2ccc(cc2)Oc3c(C#N)cccc3C#N,CD11033
O=S(=O)(C)CS(=O)(=O)Oc1c(F)cc(F)cc1,CD11034
c1cc(Cl)ccc1C(=O)Nc2ccc(cc2)Oc3c(C#N)cccc3C#N,CD11037
CN(C)\C=C\C(=O)c1cnc(C)cc1,CD11041
FC(F)(F)c1cc(cc(c1)OC)NC(=O)c2ccc(Cl)cc2,CD11050
c1ccccc1-c(noc2C)c2C(=O)Nc(cc3C(F)(F)F)cc(c3)OC,CD11051
FC(F)(F)c1cc(cc(c1)OC)NC(=O)c(cc2)ccc2C(F)(F)F,CD11052
FC(F)(F)c1cc(NC(=O)OC)cc(c1)OC,CD11053
n1c(C)c(Br)sc1\N=C(N)\NC(=O)Nc2ccc(Cl)cc2,CD11055
[O-][N+](=O)c1oc(cc1)C(=O)Nc(cc2C(F)(F)F)cc(c2)OC,CD11058
FC(F)(F)c1cc(cc(c1)OC)NC(=O)Nc2c(F)cc(F)cc2,CD11060
c1ccn(C)c1C(=O)N/N=C/c2c(Cl)cccc2Cl,CD11061
c1ccn(C)c1C(=O)N/N=C/c2ncccc2,CD11062
c1ccn(C)c1C(=O)NN=C(C)C,CD11063
c1cccc(c12)c(=O)n(nc2C(=O)[O-])-c3ccc(Cl)cc3,CD11064
CSCc(c1C)c(C)nn1-c2c(C#N)c(Cl)ccc2,CD11074
c1cccc(c12)c(=O)n(nc2C(=O)N(C)C)-c3ccc(Cl)cc3,CD11077
c1cccc(c12)c(=O)n(nc2C(=O)N)-c3ccc(Cl)cc3,CD11078
c1cccc(c12)c(=O)n(nc2C(=O)[O-])-c3ccc(cc3)OC,CD11079
Clc1c(N(C)C)cc(oc1=O)-c2sccc2,CD11081
c1ccccc1NC(=O)c2nn(c(=O)c(c23)cccc3)-c4ccc(Cl)cc4,CD11089
c1cccc(c12)c(=O)n(nc2C(=O)OC)-c3ccc(cc3)OC,CD11090
c1ccccc1-n(nc2C(=O)N(C)C)c(=O)c(c23)cccc3,CD11091
c1cc(OC)ccc1-n(c(=O)c(c23)cccc3)nc2C(=O)Oc(cc4)ccc4[N+]([O-])=O,CD11093
O=C(N)N/C(=[NH+]\[O-])CSc1ccc(Cl)cc1,CD11095
CN(C)\C=C\C(=O)c1ccc(Cl)cc1,CD11104
C#CCNC(=O)c(c(on1)C)c1-c2c(Cl)cccc2Cl,CD11106
FC(F)(F)c1cc(ccc1)C(=O)/C=C/N(C)C,CD11107
Clc1c(N(C)C)cc(oc1=O)-c2ccc(Cl)cc2,CD11120
Clc1c(N(C)C)cc(oc1=O)-c2cc(Cl)c(Cl)cc2,CD11125
CN(C)\C=C\C(=O)c1ccc(Br)cc1,CD11131
CN(C)\C=C\C(=O)c1ccc(C)cc1,CD11137
FC(F)(F)c1ccc(cc1)C(=O)/C=C/N(C)C,CD11139
CN(C)\C=C\C(=O)c1c(F)cc(F)cc1,CD11140
CN(C)\C=C\C(=O)c1ccccc1,CD11141
Clc1c(N(C)C)cc(oc1=O)-c2ccc(Br)cc2,CD11144
Clc1c(N(C)C)cc(oc1=O)-c2ccccc2,CD11145
CN(C)\C=C\C(=O)c1c(Cl)cc(Cl)cc1,CD11150
C1SCC[C@]1(C#N)NNC(=O)OCC,CD11152
c1cc(Cl)ccc1[N-]S(=O)(=O)CC(=O)CS(=O)(=O)Nc2ccc(Cl)cc2,CD11153
Clc1c(N(C)C)cc(oc1=O)-c(cc2)ccc2[N+]([O-])=O,CD11156
Clc1c(N(C)C)cc(oc1=O)-c2c(Cl)cc(Cl)cc2,CD11157
Clc1c(N(C)C)cc(oc1=O)-c(cc2[N+]([O-])=O)ccc2,CD11158
c1c(Cl)sc(Cl)c1-c2cc(c(Cl)c(o2)=O)N(C)C,CD11159
c1cc(Br)ccc1[N-]S(=O)(=O)CC(=O)CS(=O)(=O)Nc2ccc(Br)cc2,CD11162
c1cn[nH]c1-c2c(OCC(F)(F)F)ccc(c2)OCC(F)(F)F,CD11164
CN(C)\C=C\C(=O)c1c(OCC(F)(F)F)ccc(c1)OCC(F)(F)F,CD11167
c1ccn(C)c1C(=O)N/N=C(\N)C[NH+]2CCCCC2,CD11169
c1ccn(C)c1C(=O)N/N=C(\N)CSc2ccc(Cl)cc2,CD11171
CN(C)\C=C\C(=O)c1ccc(C#N)cc1,CD11172
Clc1c(N(C)C)cc(oc1=O)-c2ccc(C#N)cc2,CD11173
Clc1c(N(C)C)cc(oc1=O)-c2c(OCC(F)(F)F)ccc(c2)OCC(F)(F)F,CD11174
CN(C)\C=C\C(=O)c(c1)ccc(c12)cccc2,CD11176
CN(C)\C=C\C(=O)c1cc(Cl)ccc1,CD11177
Clc1c(N(C)C)cc(oc1=O)-c2cc(Cl)ccc2,CD11180
Clc1cccc(Cl)c1CSC(=N\[H])/C=C/N(C)C,CD11182
Clc1c(N(C)C)cc(oc1=O)-c2ccc(F)cc2,CD11187
Fc1cccc(Cl)c1CSC(=N\[H])/C=C/N(C)C,CD11190
CN(C)\C=C\C(=N\[H])SCc1cc(F)cc(c12)COCO2,CD11192
O=C(N)N1/C(=N/O)CCCCC1,CD11196
O=S(=O)(C)CS(=O)(=O)Oc1c(Cl)cc(Cl)cc1,CD11199
O=S(=O)(C)CS(=O)(=O)Oc(cc1Cl)ccc1Cl,CD11200
O=C(N)N/C(=N/O)CSCc1c(F)cccc1Cl,CD11203
O=S(=O)(C)CS(=O)(=O)Oc1ccc(cc1)OC,CD11205
c1ccsc1C(=O)/C(C#N)=C([O-])\Nc2cc(Cl)ccc2,CD11208
O=C(N)N/C(=N/O)CSCc(cc1)ccc1Cl,CD11209
O=S(=O)(C)CS(=O)(=O)Oc(cc1)ccc1C(F)(F)F,CD11214
c1ccccc1NC(=O)Nc2nc(ccn2)-c3c(OCC(F)(F)F)ccc(c3)OCC(F)(F)F,CD11215
n1cc(C(=O)C)c(C)n1-c2cc(C)ccc2,CD11216
c1cc(Cl)ccc1NC(=O)Nc2nc(ccn2)-c3c(OCC(F)(F)F)ccc(c3)OCC(F)(F)F,CD11217
c1ccc(Cl)cc1NC(=O)Nc2nc(ccn2)-c3c(OCC(F)(F)F)ccc(c3)OCC(F)(F)F,CD11220
CC(C)(C)C(=O)/C(C#N)=C([O-])\Nc1ccc(Cl)cc1,CD11234
CC1(C)OC(=O)C(C(O1)=O)=CNNc2c(Cl)cc(Cl)cc2Cl,CD11236
O=C(C)C(S1)=C(C)Nc(c12)cccc2,CD11239
c1cccc(c1C(=O)OC)NC(=O)CC(=O)C,CD11243
O=C(C)c(c1=O)c([O-])[nH]c(c12)cccc2,CD11244
CC1(C)OC(=O)C(C(O1)=O)=CNNc(cc2)ccc2C(F)(F)F,CD11248
Clc1cccc(F)c1/C=C/c(n2)cnc(c23)cccc3,CD11251
c1ccsc1C(=O)Nc2nc(ccn2)-c3c(OCC(F)(F)F)ccc(c3)OCC(F)(F)F,CD11254
c1cccc(c12)ncc(n2)/C=C/c3ccc(Cl)cc3,CD11255
Clc1cccc(Cl)c1/C=C/c(n2)cnc(c23)cccc3,CD11256
CCNS(=O)(=O)c1c(Cl)sc(Cl)c1,CD11257
c1c(Cl)sc(Cl)c1S(=O)(=O)N(CC)S(=O)(=O)c2c(Cl)sc(Cl)c2,CD11258
FC(F)(F)c(c1)cc(C(F)(F)F)cc1S(=O)(=O)N(CCC[NH+](C)C)S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2,CD11261
C#CCNS(=O)(=O)c1ccc(Cl)cc1,CD11262
COc(c1)ccc(OCC(F)(F)F)c1C(=O)Nc2ccc(Cl)cc2,CD11264
c1cc(Cl)ccc1NC(=O)n2c(ccn2)/C=C/c3sccc3,CD11268
c1cc(Cl)ccc1S(=O)(=O)n2c(ccn2)/C=C/c3sccc3,CD11275
n1ccc(n1S(=O)(=O)C)/C=C/c2sccc2,CD11277
c1cc(Cl)ccc1S(=O)(=O)N(Cc2sccc2)S(=O)(=O)c3ccc(Cl)cc3,CD11279
c1cc(Cl)ccc1S(=O)(=O)N(Cc2sccc2)S(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3,CD11280
COc(c1)ccc(OCC(F)(F)F)c1C(=O)Nc2ccc(cc2)OC,CD11286
COc(c1)ccc(OCC(F)(F)F)c1C(=O)Nc2cnccc2,CD11287
c1cc(C)c(F)c(C)c1S(=O)(=O)N(S(=O)(=O)c2ccc(Cl)cc2)CCc3ccccc3,CD11289
c1ccsc1[C@@H]2CC([O-])=CC(=O)C2,CD11291
c1cccc(Cl)c1C(=O)NC(=O)NNc2cc(C(F)(F)F)ccc2Cl,CD11292
c1cccc(Cl)c1C(=O)NC(=O)NNc2c(Cl)cncc2Cl,CD11293
c1cccc(Cl)c1C(=O)NC(=O)NNc(c2C(F)(F)F)cccc2,CD11294
CN(C)\C=C(C#N)\C(=O)NOCc1c(Cl)cccc1F,CD11299
c1cccc(Cl)c1C(=O)NC(=O)NNc(c2)cc(C(F)(F)F)cc2C(F)(F)F,CD11304
O=C(C)C(C(=O)C)/C=N/c(c1Cl)ccc(Cl)c1,CD11307
CCOC(=O)[C@H](C(=O)C)/C=N/c(c1Cl)ccc(Cl)c1,CD11308
C1C([O-])=CC(=O)C[C@H]1c2c(Cl)cc(Cl)cc2,CD11309
COCC(=O)[C@@H](C(=O)OC)/C=N/c(c1Cl)ccc(Cl)c1,CD11313
C1C(=O)C=C([O-])C[C@H]1c2ccc(N(C)C)cc2,CD11315
c1cccc(Cl)c1C(=O)NC(=O)NNc(nc2)c(Cl)cc2C(F)(F)F,CD11316
C1C([O-])=CC(=O)C[C@H]1c(c2)ccc(c23)OCO3,CD11317
Clc1c(Cl)ccc(c1)\C=C\C(=O)C,CD11322
FC(F)(F)c(c1)cc(C(F)(F)F)cc1S(=O)(=O)NCc2ccccc2,CD11323
c1cc(Cl)ccc1S(=O)(=O)NCc2ccccc2,CD11324
FC(F)(F)c(c1)cc(C(F)(F)F)cc1S(=O)(=O)N(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)Cc3ccccc3,CD11325
Fc1cccc(F)c1C(=O)NC(=O)NNc(nc(c2)C)cc2C(F)(F)F,CD11327
c1cc(Cl)ccc1S(=O)(=O)N(S(=O)(=O)c2ccc(Cl)cc2)Cc3ccccc3,CD11328
C1C([O-])=CC(=O)C[C@H]1c2ccc(C)cc2,CD11331
C1C([O-])=CC(=O)C[C@H]1c2cc(Cl)c(Cl)cc2,CD11332
c1ccoc1[C@@H]2CC(=O)C=C([O-])C2,CD11333
CCNS(=O)(=O)c1ccc(F)cc1,CD11336
Cc1c(C)c(C)c(C)c(C)c1S(=O)(=O)N(CC)S(=O)(=O)c2ccc(F)cc2,CD11340
c1cc(F)cc(F)c1S(=O)(=O)N(c2ccc(Cl)cc2)S(=O)(=O)c3ccc(cc3)OC,CD11341
O=S(=O)(C)N(S(=O)(=O)C)CCc(cc1)ccc1Cl,CD11342
c1cc(Cl)ccc1NS(=O)(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F,CD11343
N#CCCC(C)(C(=O)C)CCC#N,CD11345
c1ccccc1C(C(=O)/C=C/N(C)C)c2ccccc2,CD11347
c1ccccc1C(c2[nH]ncc2)c3ccccc3,CD11348
Clc1cccc(F)c1C(=O)NC(=O)NNc(nc(c2)C)cc2C(F)(F)F,CD11352
COc1cccc(OC)c1C(=O)NC(=O)NNc(nc(c2)C)cc2C(F)(F)F,CD11353
O=C([O-])CCC(C)(C(=O)C)CCC(=O)[O-],CD11355
C1CC(=O)C=C([C@]12C)NC(=O)CC2,CD11356
c1c(Cl)sc(Cl)c1-c2nc(sc2)NC(=[NH2+])N,CD11359
C1C([O-])=CC(=O)C[C@H]1c2ccc(F)cc2,CD11363
C1C([O-])=CC(=O)C[C@H]1c2ccccc2,CD11369
N1CCN[C@H](C1=O)CC(=O)OCC,CD11371
C1C([O-])=CC(=O)C[C@H]1c2ccc(cc2)OC,CD11372
C1CNC(=O)[C@H](CC(=O)NN)N1Cc2c(Cl)cccc2Cl,CD11376
c1cc(Cl)ccc1C(=O)NC(=O)NNc(nc(c2)C)cc2C(F)(F)F,CD11377
c1ccccc1Oc(cccc2Cl)c2CNC(=O)c3ccc(Cl)cc3,CD11382
n1cc(C(=O)C)c(C)n1-c2nc(C)cc(C(F)(F)F)c2,CD11385
c1cccn1S(=O)(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F,CD11386
C#CCNC(=O)/C=C/C(=O)[O-],CD11389
c1ccccc1CN2CN(CC(C#N)C2)Cc3ccccc3,CD11395
C[NH+](C)CCCNS(=O)(=O)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,CD11398
O=S(=O)(N)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,CD11399
s1ccnc1C(=O)/C=C/N(C)C,CD11400
CSC(SC)=NS(=O)(=O)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,CD11401
CN(C)\C=C(\C1=O)SCc(c12)cccc2,CD11403
c1cccnc1CNS(=O)(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F,CD11405
C#CCNS(=O)(=O)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,CD11409
FC(F)(F)COc(c1C#N)cccc1Cl,CD11416
Fc1ccc(cc1Cl)NC(=O)CSc2ncccc2,CD11418
Fc1ccc(cc1Cl)NC(=O)CSC,CD11422
CN(C)\C=C\C(=O)\C=C\c1ccc(Cl)cc1Cl,CD11423
Clc1cccc(c1C#N)Oc(cc2)ccc2C(=O)C,CD11427
O=S(=O)(C)CC(=O)NC1CCCCC1,CD11430
c1cc(Cl)ccc1S(=O)(=O)[N-]c2n[nH]c(c23)cccc3Cl,CD11431
c1ccccc1NC(=O)n2c(ccn2)C(c3ccccc3)c4ccccc4,CD11433
c1ccccc1C(c2ccccc2)c(ccn3)n3C(=O)Nc4ccc(Cl)cc4,CD11435
c1ccccc1S(=O)(=O)n2c(ccn2)C(c3ccccc3)c4ccccc4,CD11437
CCOC(=O)Cc1c(C(=O)OCC)cnc(n1)N,CD11442
c1ccccc1C(=O)n2c(ccn2)C(c3ccccc3)c4ccccc4,CD11444
Clc1cccc(c1C#N)Oc(cc2)ccc2C(=O)/C=C/N(C)C,CD11445
c1ccccc1C(c(ccn2)n2S(=O)(=O)C(F)(F)F)c3ccccc3,CD11449
Clc1cccc(c1C#N)Oc(cc2)ccc2-c3[nH]ncc3,CD11451
c1ccccc1C(=O)n(n2)cc(c23)SCc4c3cccc4,CD11457
C#CCC1(CC#C)C(=O)OC(C)(C)OC1=O,CD11461
CC(C)(C)C(=O)CSC(=S)NCc1cc(OC)ccc1,CD11465
ClC1=CC(=O)C[C@H](C1)c2ccc(cc2)OC,CD11468
C1C(=O)C=C(Cl)C[C@H]1c2c(Cl)cc(Cl)cc2,CD11474
FC(F)(F)c1ccc(cc1)[C@H](C2)CC(=O)C=C2Cl,CD11479
c1[nH]nc(O)c1-c2cc(OC)c(OC)cc2CO,CD11482
CN(C)\C=[NH+]\C(=O)c1sc(C#N)c(C)c1C,CD11485
O=c1[nH]c(=O)cc(o1)-c2ccc(Cl)cc2,CD11494
c1ccsc1CN2CN(CC(C#N)C2)Cc3sccc3,CD11500
Clc1ccc(cc1)CC[N@@H+](C[C@@]2(C(=O)[O-])C#N)CN(C2)CCc(cc3)ccc3Cl,CD11501
Clc1cccc(F)c1CSC2=CC(=O)C[C@H](C2)c3ccccc3,CD11505
n1nc(SC)sc1SC2=CC(=O)C[C@H](C2)c3ccccc3,CD11507
s1ccnc1/C(C)=N/OC(=O)C,CD11516
c1ccccc1S(=O)(=O)O/N=C(C)\c2nccs2,CD11518
c1ccc(C(F)(F)F)cc1C(=O)N2C(=O)NCCCCC2,CD11519
Clc1cccc(c1C#N)Oc(cc2)ccc2-c(ccn3)nc3N,CD11521
O=C(N)CC(=O)c1ccc(F)cc1,CD11531
n1ccc(n1S(=O)(=O)C)-c2ccc(cc2)Oc(c3C#N)cccc3Cl,CD11533
c1c(Cl)sc(Cl)c1CSC(=S)NCc2cnccc2,CD11546
c1cc(Cl)ccc1-n2nc(cc2)-c3ccc(cc3)Oc(c4C#N)cccc4Cl,CD11548
c1c(C)onc1NC(=O)CSCC(=O)[O-],CD11549
Cc1c(C)c(C#N)sc1-c2nc[nH]n2,CD11566
c1c(Cl)sc(Cl)c1C[NH+]2CCSCC2,CD11568
CC(C)(C)[C@H](C)NS(=O)(=O)c1cc(C(F)(F)F)ccc1,CD11570
CC(C)(C)[C@H](C)NC(=O)c(c(on1)C)c1-c2c(Cl)cccc2Cl,CD11571
CC(C)(C)[C@H](C)NS(=O)(=O)c1ccc(cc1)Oc(c2C#N)cccc2Cl,CD11574
c1cc(Cl)ccc1S(=O)(=O)NC[C@H](C2)CN(Cc3ccccc3)C[N@@H+]2Cc4ccccc4,CD11575
CN(C)/C=C(\C#N)c1ncccc1,CD11581
COC(OC)CNC(=O)C(=O)Nc1c(Cl)cc(Cl)cc1,CD11584
s1c(Cl)cc(c1Cl)CO/N=C/c(c2Cl)ccc(Cl)c2,CD11585
c1c(Cl)sc(Cl)c1CS(=O)(=O)c2ccc(Cl)cc2,CD11588
s1c(Cl)cc(c1Cl)CO/N=C/c(cc2)ccc2[N+]([O-])=O,CD11591
N#CC(C#N)=CN[C@@H](C)C(C)(C)C,CD11593
c1c(Cl)sc(Cl)c1CSc(cccc2)c2C3=[NH+]CCCN3,CD11594
[n-]1nnnc1/C(C#N)=C/N[C@@H](C)C(C)(C)C,CD11595
c1noc(N)c1-c2ncccc2,CD11596
Cn1nc(C)c([N+]([O-])=O)c1Sc2ncccc2,CD11597
Cn1nc(C)c([N+]([O-])=O)c1Sc2ncccn2,CD11599
Cn1nc(C)c([N+]([O-])=O)c1Sc(cc2)ncc2C(F)(F)F,CD11600
c1cc(Cl)ccc1NC(=O)OCc2nc(ccc2)COC(=O)Nc3ccc(Cl)cc3,CD11603
c1ccccc1NC2=C[C@@H](CC(=C2)O)c3ccc(Cl)cc3,CD11604
[n-]1nnnc1CSCc2nnn[n-]2,CD11605
N#C/N=C(SC)\NCc1c(cccc1Cl)Oc2ccccc2,CD11606
c1ccccc1Oc(cccc2Cl)c2CNC(=O)Nc3ccc(Cl)cc3,CD11609
c1cc(Cl)ccc1[C@@H](CC(=C2)O)C=C2NCc3ccccc3,CD11611
[nH]1nc(N)nc1NCc2c(cccc2Cl)Oc3ccccc3,CD11612
FC(F)(F)c(c1)cc([N+]([O-])=O)c(c1[N+]([O-])=O)NCc2c(cccc2Cl)Oc3ccccc3,CD11614
c1ccccc1Oc(cccc2Cl)c2CNC(=O)c3sccc3,CD11615
