s.no.,smiles,name,bioactivity_class
2099,Cc1cc(no1)NC(=O)CSc2nc(=O)cc(n2c3ccccc3)N,C01138028,inactive
2100,c1ccc2c(c1)CC[C@H](C2)C[NH2+]CC3CCC(CC3)CNS(=O)(=O)c4ccccc4[N+](=O)[O-],C03952356,inactive
2101,CN([C@H]1CC[C@H](N)CC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CN2CCOCC2)cc1,172037,active
2102,Cc1cc(C)c(CNC(=O)c2cc(Br)nc3n(ncc23)C2CCN(CC2)C(=O)OC(C)(C)C)c(=O)[nH]1,50149704,active
2103,CC(=O)Nc1ccc(cc1)NC=C2C(=O)N(C(=S)N(C2=O)c3ccccc3OC)c4ccccc4OC,C09355038,inactive
2104,CN([C@H]1CC[C@H](N)CC1)c1cc(cc(c1)-c1cnn(CCN2CCOCC2)c1)C(=O)NCc1c(C)cc(C)nc1=O,514190,active
2105,Cc1ccc(cc1)c2c3c4n(c2C(=S)NC)N/C(=C\Oc5ccc(cc5)OC)/[NH+]4CCCC3,C09737648,inactive
2106,COc1ccc(cc1OC)c2c([nH+]c([nH]2)c3ccc(cc3)F)SCC(=O)Nc4ccc5c(c4)OCO5,C09674202,inactive
2107,Cc1ccc(cc1)S(=O)(=O)/N=C(/C[NH+]2CCCC2)\N3CCN([C@@H]3c4ccc(cc4)OC)S(=O)(=O)c5ccc(cc5)C,C97961126,inactive
2108,C[C@H]1CCc2c(sc(c2C(=O)N[C@H]3CCS(=O)(=O)C3)NC(=O)Cc4cccc5c4cccc5)C1,C39836294,inactive
2109,c1cc(cc(c1)/[NH+]=c\2/c(cc3cc(ccc3o2)Br)C(=O)NC[C@@H]4CCCO4)C(F)(F)F,C67292471,inactive
2110,CCN(C1CCOCC1)c1cc2oc(cc2c(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1CC)C1CCN(CC1)C(C)C,50287048,active
2111,c1ccc(cc1)n2cc(c(n2)c3ccc[nH+]c3)/C=C\C(=O)NC[C@H](c4ccco4)[NH+]5CCCCC5,C96402992,inactive
2112,c1ccc(cc1)C(=O)N/C(=C\[P+](c2ccccc2)(c3ccccc3)c4ccccc4)/C(=N/c5ccc(cc5Cl)[N+](=O)[O-])/[O-],C98229541,inactive
2113,C[NH+]1CCc2c(cc(c([nH+]2)SCC3=C([C@H](C(=C(O3)N)C#N)c4cccc(c4)OC)C(=O)OC)C#N)C1,C13401843,inactive
2114,CCOc1ccc(cc1)NC2=Nc3ccccc3N4C2=[NH+]c5c(c(nn5c6ccccc6)C)[C@@H]4c7cccs7,C97951625,inactive
2115,c1ccc(c(c1)/C=[NH+]/NC(=O)CN(c2ccc(cc2)F)S(=O)(=O)c3ccc4c(c3)OCCO4)O,C02648469,inactive
2116,c1ccc(cc1)c2ccccc2NC(=O)CS[C@H]3N=N[C@@H](N3[NH3+])[C@@H]4C=C(N=N4)c5ccc(cc5)Cl,C39593073,inactive
2117,c1ccc2=[NH+]CC(=c2c1)CCNC(=O)C(=O)NC[C@@H](c3ccco3)S(=O)(=O)c4ccc(cc4)F,C63698396,inactive
2118,C[C@@H](c1ccccc1F)[NH2+]CC(=O)Nc2ccc(cc2)S(=O)(=O)/N=C/3\CCCCCN3,C13031443,inactive
2119,CC(C)CC[C@H](c1c2c(sc1n3cccc3)CN(CC2)C)NC(=O)Nc4cc(c(c(c4)OC)OC)OC,C20386607,inactive
2120,Cc1cccc(c1)COc2ccc(cc2)C(=O)C3=C(C(=O)N([C@@H]3c4ccccc4F)CCCn5cc[nH+]c5)[O-],C09507090,inactive
2121,c1cc(ccc1[C@H]2CCC=C2)OC[C@@H](C[NH+]3CCN(CC3)C[C@@H](COc4ccc(cc4)[C@@H]5CCC=C5)O)O,C19359049,inactive
2122,C[C@H](C(=O)Nc1c2cc(ccc2[nH]c1C(=O)OC)Br)[NH+]3CCC(CC3)Cc4ccccc4,C02312250,inactive
2123,Cc1coc-2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@]2(C)O,50017292,active
2124,CC(C)CCOc1ccc(cc1OC)[C@H]2c3c([nH]nc3C(=O)N2CCCn4cc[nH+]c4)c5ccc(cc5)OC,C40345714,inactive
2125,Cc1cc(C)c(CNC(=O)c2ccccc2C)c(=O)[nH]1,CHEMBL3984466,inactive
2126,c1cc[nH+]c(c1)N2CCN(CC2)c3ncc(cn3)NC(=O)c4ccc(cc4)S(=O)(=O)N,C77196650,inactive
2127,Cc1ccc(c(c1)Br)NC(=O)CSc2[nH]c3cc(c([nH+]c3n2)C)Br,C09308574,inactive
2128,c1cc(ccc1OCc2ccc(o2)[C@@H]3C(=C(OC4=C3C(=O)CCC4)N)C#N)Br,C02768701,inactive
2129,c1ccc(cc1)c2ccc([nH]2)C(=O)N(Cc3cccs3)[C@@H](c4ccc(cc4)F)C(=O)NC[C@H]5CCCO5,C00885771,inactive
2130,COc1ccc(cc1COc2ccccc2)[C@@H]3C4C(=NC(=C)C3C(=O)Nc5ccc(c[nH+]5)Br)CCCC4=O,C08399978,inactive
2131,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2ccccc12,CHEMBL4297463,active
2132,Cn1cc[nH+]c1SCC(=O)Nc2ccc(cc2)C(=O)Nc3ccc(cc3)c4nccs4,C17590959,inactive
2133,COc1cc(cc(c1OC)OC)C(=O)c2cc(ccc2N/C=C(/C#N)\c3nc(cs3)c4cc5cc(ccc5oc4=O)Br)Cl,C97966540,inactive
2134,CN(C)C(=O)c1ccc(cc1)NC(=O)CSc2[nH]c(c([nH+]2)c3cccs3)c4cccs4,C09099373,inactive
2135,CC(C)[C@@H](C(=O)NC[C@H](c1cccc(c1)Cl)[NH+]2CCCC2)NC3=NS(=O)(=O)c4c3cccc4,C68743326,inactive
2136,CCS(=O)(=O)N1CCC([C@@H](C)n2c(C)c(C(=O)NCc3c(OC)cc(C)[nH]c3=O)c3ccccc32)CC1,CHEMBL3605457,active
2137,CCN(c1cc(Cl)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](C(=O)O)CC1,CHEMBL3942740,active
2138,Cc1cc(ccc1NC(=O)c2cn[nH]c2c3ccc(cc3)OC)I,C97024439,inactive
2139,CCCN([C@@H](c1ccc(c(c1)OC)O)C(=O)NC(C)(C)C)C(=O)Cc2ccc(cc2)Br,C36567518,inactive
2140,COc1ccc(cc1OC)[C@H]2c3ccc(cc3OC(=C2C#N)N)OC(=O)C(c4ccccc4)c5ccccc5,C38658669,inactive
2141,C[C@@H](C(=O)Nc1ccc(cc1)S(=O)(=O)N)Sc2ccc(cc2)NC(=O)/C=C/c3ccccc3,C22718661,inactive
2142,c1ccc2=[NH+]CC(=c2c1)CCN/C(=N\C(=O)c3ccccc3Cl)/Nc4cccc(c4)Br,C63589488,inactive
2143,C[C@H]1C[C@@H](CN(C1)C(=O)CN2CC[NH+](CC2)CC(=O)N[C@@H](c3ccc(cc3)F)c4cccs4)C,C22790267,inactive
2144,c1cc(c(=O)n(c1)Cc2ccc(cc2)Cl)C(=O)Nc3ccc(cc3)S(=O)(=O)N,C10187759,inactive
2145,Cc1cccc(c1)COc2ccc(cc2)C(=O)C3=C(C(=O)N([C@@H]3c4ccc(cc4)OC)CCCn5cc[nH+]c5)O,C97952586,inactive
2146,COC(C1COC1)c1cc(C)c2CCN(Cc3c(OC)cc(C)[nH]c3=O)C(=O)c2c1Cl,435638,active
2147,c1cc(oc1)C(=O)NCCCC(=O)NC[C@H](c2ccc(cc2)Cl)[NH+]3CCc4c(ccs4)C3,C46794887,inactive
2148,CCCOc1ccc(cc1OCC)[C@H]2[C@@H]3C[C@H](CC=C3C(=C(C2(C#N)C#N)[NH3+])C#N)C(C)(C)C,C01827774,inactive
2149,CCN\1c2ccccc2S/C1=C/3\C(=O)N(C(=S)S3)NC(=O)C,C13152423,inactive
2150,CN(C)c1ccc(cc1)NC(=O)[C@@H](c2cccs2)N(Cc3ccc(cc3)F)C(=O)Cn4c5ccccc5nn4,C01412457,inactive
2151,Cc1cccc(n1)NC(=O)[C@@H]2CCC(=O)N([C@H]2c3ccc(cc3)F)C,C96181898,inactive
2152,c1ccc(cc1)c2nnc(s2)NC(=O)C(=O)N/N=C/c3cccc(c3)OCc4cccc(c4)Br,C04210856,inactive
2153,c1cc2c(ccc[nH+]2)c(c1)Nc3c(c(ncn3)NNC(=O)COc4ccc(cc4Cl)Cl)[N+](=O)[O-],C40659543,inactive
2154,CCOc1cc(ccc1O)[C@@H]2C(=C(C(=O)N2CCC[NH+](C)C)O)C(=O)c3ccc(cc3)OCc4cccc(c4)C,C97952465,inactive
2155,COc1ccc(c(c1)N(CC(=O)N/N=C/c2ccc(cc2)OC3CSC3)S(=O)(=O)c4ccccc4)OC,C02898024,inactive
2156,c1cc(cc(c1)NC(=S)N/N=C\2/CCS(=O)(=O)c3c2cc(cc3)F)C(F)(F)F,C35610747,inactive
2157,CC[NH+](CC)CCCN1[C@@H](C(=C(C1=O)O)C(=O)c2ccc3c(c2)C[C@H](O3)C)c4ccc(cc4)C(C)(C)C,C20331406,inactive
2158,CC[C@@H](Cc1c(nc2n1ccs2)n3cc(cn3)I)[NH3+],C96715197,inactive
2159,CCN(C1C[C@@H](C)N[C@H](C)C1)c1cc(F)cc(C(=O)NCc2c(cc(C)[nH]c2=O)C(C)C)c1C,601710,active
2160,C1CCC(C1)NC(=O)c2c3c(sc2NC(=O)[C@@H]4[C@H]5CC[C@@H]([C@@H]4C(=O)O)C=C5)CCC3,C35897630,inactive
2161,Cc1ccc(cc1NC(=O)c2ccc(cc2)NS(=O)(=O)c3ccc(c(c3)F)F)F,C09588397,inactive
2162,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(CO)c4ccon4)c(Cl)c3C2=O)c(=O)[nH]1,CHEMBL4061411,active
2163,Cc1ccccc1n2c(cc(n2)c3c([nH+]c4n(c3=O)c(cs4)CC(=O)N[C@@H](C)CCc5ccccc5)C)C,C35911648,inactive
2164,CCOC(=O)[C@@H]1[C@@H](CC2=C(C1=O)[C@@H](C(=C(N2c3ccccc3F)N)C(=O)OCC)c4cccc(c4)[N+](=O)[O-])c5cccs5,C98007109,inactive
2165,COC1CC[NH+](CC1)c2ccc(cc2)NC(=O)c3ccc(cc3)NS(=O)(=O)c4cccc(c4)F,C96382082,inactive
2166,Cc1cc(C)c(CNC(=O)c2cc(cc3n(ncc23)C2CCCC2)C2=CCN(CCO)CC2)c(=O)[nH]1,326196,active
2167,c1ccc2c(c1)C(=O)N(C2=O)CC(=O)N(Cc3ccc[nH+]c3)[C@@H](c4csnn4)C(=O)NC56CC7CC(C5)CC(C7)C6,C08695982,inactive
2168,Cc1ccc2c(c1)[C@@H](CC3(O2)CC[NH+](CC3)C[C@@H](c4ccc5c(c4)CCCC5)O)O,C12330283,inactive
2169,COC(=O)[C@@H]1C[C@@H](CN1CC2CCCCC2)NC(=O)[C@@H]3C(=c4cc(ccc4=[NH+]3)Cl)c5ccccc5,C64636275,inactive
2170,COc1ccccc1[C@@H]2[C@@H]3[C@H](C(=O)N(C3=O)c4ccccc4)[C@]([NH2+]2)(Cc5ccc(cc5)O)C(=O)OC,C12497188,inactive
2171,c1ccc(cc1)c2c[nH+]c(n2C[C@@H]3CCCO3)SCC(=O)Nc4c(c5c(s4)CCCC5)C#N,C00892074,inactive
2172,CCN1C(=O)/C(=C/Nc2ccc(cc2)Br)/C(=C(C1=O)C#N)C,C39893371,inactive
2173,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)C(=O)N/N=C/c3ccc(c(c3)OC)OC(=O)/C=C/c4ccccc4,C02521142,inactive
2174,CC(C)[C@H]1C(=O)N(C2([NH2+]1)CCN(CC2)C(=S)Nc3ccc(cc3)OC)Cc4ccccc4,C36024344,inactive
2175,c1ccc(cc1)COC[C@@H]2[C@H](C[C@@H]([C@H]2O)n3cnc4c3nc(nc4OCc5ccccc5)N)OCc6ccccc6,C98230444,inactive
2176,c1ccc(cc1)c2cn(c3c2c(nc[nH+]3)NCCc4ccc(cc4)S(=O)(=O)N)c5ccc(cc5)F,C01109349,inactive
2177,c1ccc(c(c1)C(F)(F)F)NC(=O)CSc2nnc(s2)NC(=O)c3ccc(cc3)S(=O)(=O)N4CCCCC4,C97961339,inactive
2178,Cc1c(c(no1)c2ccccc2Cl)C(=O)Nc3nnc(s3)SCC(=O)Nc4ccccc4C(F)(F)F,C97961458,inactive
2179,COc1ccc(cc1)CC[NH2+][C@@H](C(Cl)(Cl)Cl)NC(=O)c2cc3ccccc3oc2=O,C39916804,inactive
2180,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)S[C@@H](C)C(=O)Nc3ccccc3C(=O)OC,C22742090,inactive
2181,CN([C@@H]1CC[C@H](N)CC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CN2CCOCC2)cc1,172036,active
2182,CC[C@@H]1[C@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@@H]2C[C@]([C@@H]([C@H](O2)C)O)(C)OC)C)O[C@@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,C85902197,inactive
2183,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C)CC3)nc2)cc(NC(C)C)c1C,CHEMBL5181108,active
2184,Cc1cc(ccc1c2ccc3[nH+]c(c(n3c2)CCC(=O)Nc4ccc(cc4)OC)c5ccc(cc5)OC)Cl,C96292094,inactive
2185,CC(OCc1ccsc1)c1c(C)c(cc2cccn12)C(=O)NCc1c(C)cc(C)[nH]c1=O,490141,active
2186,CCN(C1CCOCC1)c1cc(c(F)c(C(=O)NCc2c(C)cc(C)nc2=O)c1C)-c1ccc(CN2CCOCC2)cc1,172124,active
2187,CC(=O)c1ccc(cc1)NC(=O)CSc2nnc(s2)NC(=O)[C@H]3CC(=O)N(C3)c4ccccc4,C09517875,inactive
2188,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C4CCN(C)CC4)CC3)nc2)cc(N(CC)C2CCOCC2)c1C,CHEMBL3701047,active
2189,CCN(c1cc(-c2ccc(CN)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CHEMBL3697478,active
2190,COc1cccc(c1)C(=O)N2CCN(CC2)[C@H]3c4cccc5c4c(ccc5)[C@@H]3NS(=O)(=O)c6ccccc6,C20029208,inactive
2191,Cc1ccc(cc1)C2=NN3C(=[NH2+])/C(=C/c4cc(c(c(c4)Br)OCc5cccc6c5cccc6)OC)/C(=O)N=C3S2,C97958158,inactive
2192,CCOc1cc(ccc1OCCC(C)C)[C@H]2C(=C(C(=O)N2CCCn3cc[nH+]c3)O)C(=O)c4ccc5c(c4)OCCO5,C97967502,inactive
2193,c1c(c(c(cc1Cl)Br)O)/C=[NH+]/CC/[NH+]=C/c2c(c(cc(c2)Cl)Br)O,C09262189,inactive
2194,CC1(CC2=C([C@H](C(=C(N2c3nnc(s3)SCc4ccccc4)[NH3+])C#N)c5ccccc5)C(=O)C1)C,C39425938,inactive
2195,Cc1cc(C)c(CNC(=O)c2cc(CN3CCC[C@@H]3C(N)=O)cc3n(ncc23)C2CCCC2)c(=O)[nH]1,326194,active
2196,c1ccc2c(c1)[C@H]([C@H](N2Cc3ccc(cc3Cl)F)C(=O)[O-])C[NH2+]CCC4=c5ccccc5=[NH+]C4,C65321891,inactive
2197,CC(C)CCN1c2ccccc2[C@@H]([C@H](C1=O)C(=O)N/N=C(/C)\[C@@H]3C(=c4ccccc4=[NH+]C3=O)O)O,C38574045,inactive
2198,Cc1cc(C)c(CNC(=O)c2cc(cc3n(ncc23)C2CCCC2)C2CC(C)(C)NC(C)(C)C2)c(=O)[nH]1,326105,active
2199,CC(=O)N1CCN(CC1)c1cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c2cnn(C3CCCC3)c2c1,326163,active
2200,Cc1cc(OC(F)F)c(CN2CCc3c(Cl)cc(C(CO)C4CCOCC4)c(Cl)c3C2=O)c(=O)[nH]1,435546,active
2201,CC(C)CCNC(=O)[C@H](CCSC)NC(=O)[C@@H]1CC2=c3ccccc3=[NH+][C@@H]2[C@@H]4N1C(=O)c5c4cccc5,C63384053,inactive
2202,CCn1c(nnc1SCC(=O)Nc2cc(ccc2Cl)Cl)CNc3cccc(c3)C(F)(F)F,C00917431,inactive
2203,CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c3CCCCc3c(C)[nH]c2=O)c1C)-c1ccc(cc1)N1CCN(C)CC1,50594155,active
2204,CC(C)CC[C@@H](c1c2c(sc1n3cccc3)CN(CC2)C)NC(=O)Nc4cc(c(c(c4)OC)OC)OC,C20386602,inactive
2205,CC[C@H]1CCCC[NH+]1CCCNC(=S)Nc2ccc3c(c2)c(cc(n3)N4CCN(CC4)CC)C,C20153593,inactive
2206,c1cc(cc(c1)S(=O)(=O)Nc2ccc(cc2)Cl)C(=O)NNC(=O)c3ccc4c(c3)sc([nH+]4)N,C13146141,inactive
2207,Cc1cc(C)c(CNC(=O)c2cc(cc3n(ncc23)C2CCCC2)-c2ccc(COCCN3CCOCC3)cc2)c(=O)[nH]1,326087,active
2208,COCCOC1CC[C@@H](CC1)[C@@H](C)n1c(C)c(C(=O)NCc2c(SC)cc(C)[nH]c2=O)c2ccccc12,574924,active
2209,C/[NH+]=C(/Nc1ccc2c(c1)OCO2)\S[C@@H]3CC(=O)N(C3=O)c4ccc(cc4)I,C08425120,inactive
2210,CCCCOc1ccc(cc1OCC)[C@H]2C(=C(C(=O)N2CC[NH+](CC)CC)O)C(=O)c3ccc4c(c3)C[C@H](O4)C,C97966823,inactive
2211,COc1ccc(cc1)C(=O)NCC(=O)N/N=C/c2ccccc2OCc3ccc(cc3)Br,C02532846,inactive
2212,COc1ccc(cc1CN2C(=O)c3ccccc3C2=O)/C=C\4/C(=O)NC(=O)N(C4=O)c5ccc(cc5)Br,C97967547,inactive
2213,CC(C)CN(CC(C)C)S(=O)(=O)c1ccc(cc1)C(=O)Nc2c(c3c(s2)C[NH+](CC3)Cc4ccccc4)c5nc6ccccc6s5,C97963487,inactive
2214,CC(C)[NH+](C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)C4CC(C4)CCc5[nH]c6cc(ccc6n5)C(C)(C)C,C98043806,inactive
2215,c1ccc(cc1)/C=C/C=N/Nc2nnc(n2N)SCC(=O)Nc3cccc(c3)Br,C21317366,inactive
2216,c1ccc(cc1)Oc2c(cccn2)C(=O)O/N=C(/c3ccc(cc3)Oc4ccc(cc4[N+](=O)[O-])C(F)(F)F)\N,C08626671,inactive
2217,CCCC[C@@H](CC)C(=O)N([C@H](c1ccccc1O)C(=O)NCS(=O)(=O)c2ccc(cc2)C)C(C)(C)C,C36582568,inactive
2218,CC(C)c1ccc(cc1)C(=O)C[C@]2(c3cc(ccc3N(C2=O)Cc4ccc(c(c4)OC)OC)Br)O,C98045596,inactive
2219,c1cc(cc(c1)Cl)NC(=O)[C@@H]2[C@H]3C=C[C@@]4([C@@H]2C(=O)N([C@@H]4C(=O)NC5CCCCC5)CCC[NH+]6CCCCC6)O3,C38147164,inactive
2220,c1ccc2c(c1)[nH+]c(n2C[C@H](COC(c3ccc(cc3)F)c4ccc(cc4)F)O)CCCO,C40115599,inactive
2221,Cc1cc(c(cc1Br)Br)NC(=S)N[C@@H](C(Cl)(Cl)Cl)NC(=O)c2cc(c(c(c2)OC)OC)OC,C98225667,inactive
2222,COc1ccc(cc1N2C(=O)C[C@@H](C2=O)SC(=[NH2+])N/N=C\c3ccc(cc3)Cl)c4ccccc4,C34736416,inactive
2223,c1ccc(cc1)CN2C(=O)[C@](C(=O)NC2=O)(Cc3cccc4c3cccc4)C[NH+]5C[C@H]6C[C@@H](C5)c7cccc(=O)n7C6,C70670218,inactive
2224,Cc1ccc(cc1)C(=O)N/C(=C\c2ccc(o2)c3ccc(cc3)Br)/C(=O)NCCCn4cc[nH+]c4,C33358294,inactive
2225,CCN(c1cc(-c2ccc(C)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)C)CC1,CHEMBL3701008,active
2226,Cc1ccc(c(c1)C)C(=O)NC(=S)Nc2ccc(c(c2)Cl)N3CCN(CC3)C(=O)c4ccco4,C22757447,inactive
2227,COc1cccc(c1OC)/C=N/NC(=O)CSc2nnc(n2c3ccccc3)c4ccc(cc4)Br,C01860280,inactive
2228,c1cc(ccc1OC[C@@H](C[NH+]2CCCCC2)O)S(=O)(=O)c3ccc(cc3)OC[C@H](C[NH+]4CCCCC4)O,C13549888,inactive
2229,COc1cc(cc(c1OCc2ccc(cc2)Cl)Br)C[NH2+]CCNc3ccc(cc3)[N+](=O)[O-],C16195446,inactive
2230,COc1ccc(cc1)S[C@@H]2C[C@H]([NH+](C2)C3C4CC5CC(C4)CC3C5)C(=O)N[C@H]6CCS(=O)(=O)C6,C12457392,inactive
2231,COC(=O)c1ccc(cc1)[C@@H]2c3c(n[nH]c3C(=O)N2[C@@H]4CCS(=O)(=O)C4)c5ccccc5O,C38701717,inactive
2232,COc1ccc(c(c1)[C@@H]2/C(=C/3\Nc4ccccc4S3)/C(=[NH+]C(=O)N2)c5ccccc5)OC,C13306260,inactive
2233,Cc1c([nH]c(c1C(=O)OC)C)/C=[NH+]/c2ccc(cc2)Oc3ccc(cc3)/N=C/c4c(c(c([nH]4)C)C(=O)OC)C,C02285870,inactive
2234,COC(=O)c1cc(cc(c1)NC(=O)c2ccc(c(c2)[N+](=O)[O-])N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)C(=O)OC,C59503789,inactive
2235,Cc1ccc(cc1)C2=NN([C@H](C2)c3ccc(cc3)Cl)C(=[NH2+])S[C@@H]4CC(=O)N(C4=O)c5ccccc5,C13590136,inactive
2236,C=CCOc1ccc(cc1)C(=O)NN2[C@H](Nc3ccc(cc3C2=O)I)c4cc(ccc4Br)OCC#C,C08431974,inactive
2237,Cc1ccc(cc1)CN2C(=O)/C(=C\c3c(nc4ccccn4c3=O)N5CC[NH+](CC5)CCO)/SC2=S,C33350049,inactive
2238,COc1cc(ccc1OCCOc2ccccc2)/C=C\3/C(=O)NC(=O)N(C3=O)c4ccc(cc4)Br,C97958102,inactive
2239,c1ccc(cc1)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)n3c4ccccc4nc3SCC(=O)Nc5cccc(c5)C(F)(F)F,C97957637,inactive
2240,CN(c1ccccc1)S(=O)(=O)c2ccc(cc2)NC(=S)NC(=O)Cc3cccc4c3cccc4,C08442690,inactive
2241,CCn1cc(CNC(=O)[C@@H](N)CCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cn1,CHEMBL3397320,inactive
2242,Cc1ccc(cc1)S(=O)(=O)c2ccc(o2)C(=O)NC[C@@H](c3ccc(cc3)OC)[NH+]4CCCCCC4,C40322863,inactive
2243,COc1ccccc1OCCCCn2c3ccccc3[nH+]c2CCCCCNC(=O)Cc4ccccc4Cl,C40221551,inactive
2244,CN(C1CCCCC1)c1cc(cc(c1)-c1cnn(CCN2CCOCC2)c1)C(=O)NCc1c(C)cc(C)nc1=O,514156,active
2245,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCOCC3)nc2)c2ccn(C(C)C)c2c1C,CHEMBL5188827,active
2246,Cc1c([nH]c[nH+]1)CSCCN/C(=C\2/C(=NN(C2=O)c3ccc(cc3)OC)c4ccc(cc4)OC)/C,C08992836,inactive
2247,CC1CC[NH+](CC1)Cc2nc(c3c4c(sc3n2)CCC4)N[C@@H](C)c5ccc(cc5)NS(=O)(=O)C,C40149326,inactive
2248,CC(C)n1ncc2c(cc(nc12)-c1ccc(nc1)N1CCN(C)CC1)C(=O)NCc1c(C)cc(C)[nH]c1=O,325815,active
2249,c1ccc2c(c1)cc(c(=O)o2)C(=O)NNC(=O)c3cccc(c3)I,C01064033,inactive
2250,CCOc1ccc(cc1OCC)C(=O)/N=C(/NCCC2=c3ccccc3=[NH+]C2)\Nc4ccc(cc4C)C,C63588753,inactive
2251,CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2cccc(Br)c12,575004,active
2252,c1ccc2=[NH+]CC(=c2c1)C[C@@H](C(=O)NCc3cccnc3)NC(=O)c4ccc(cc4)C56CC7CC(C5)CC(C7)C6,C63437330,inactive
2253,CCOc1ccc(cc1)NC(=O)CSC2=Nc3ccccc3C4=N[C@@H](C(=O)N42)CCC(=O)NCc5ccco5,C08608474,inactive
2254,c1cc(ccc1CSCC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccc(c(c3)C(F)(F)F)Cl)[N+](=O)[O-],C59652098,inactive
2255,CC(C)Cc1ccc(cc1)S(=O)(=O)N2CCC3(CC2)C(=[NH+]CCN3)NCc4ccc5c(c4)OCO5,C65074856,inactive
2256,C=CCOc1c(cc(cc1)Br)/C=N/NC(=O)CCC(=O)N/N=C/c2c(ccc(c2)Br)OCC=C,C04527592,inactive
2257,COc1cc2c(cc1OC)nc([nH+]c2N3CCC(CC3)(c4ccc(cc4)Br)O)c5ccccc5,C96602569,inactive
2258,COc1ccccc1/C=C\C=C/2\C(=O)c3ccc(c(c3O2)CN4CC[NH+](CC4)CCO)O,C33538419,inactive
2259,Cc1ccc(cc1Br)NS(=O)(=O)c2ccc(cc2)NC(=O)C(F)(F)F,C71975627,inactive
2260,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(cc2n(ncc12)C(C)C)-c1ccc(nc1)N1CCN(CC1)C(C)C,50075071,active
2261,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c3c(c(C)[nH]c2=O)CCCC3)c1C)C1CCOCC1,CHEMBL5181423,active
2262,CC[C@H]1[C@]2([C@@H]([C@H]([C@]3(O2)[C@@H](C[C@@](O3)([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)OC)C)O[C@H]5[C@@H]([C@H](C[C@H](O5)C)[NH+](C)C)O)C)C)C)O)C,C94303125,inactive
2263,CCN(c1cc(-c2ccc(OCCCCCNC(=O)C[C@@H]3N=C(c4ccc(Cl)cc4)c4c(sc(C)c4C)-n4c(C)nnc43)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CHEMBL5189126,active
2264,Cc1c2c(c(c[nH+]1)CO)Cc3c(nc(nc3SCC(=O)Nc4ccc(cc4)OC)c5ccccc5Cl)O2,C97986832,inactive
2265,CCN([C@H]1CC[C@@H](CC1)N(C)C)c1cc(Cl)cc(C(=O)NCc2c(CC)[nH]n(C)c2=O)c1C,310753,active
2266,COc1ccc(cc1)Nc2c3cc(ccc3nc([n+]2c4ccc(cc4)OC)Nc5ccc(cc5)OC)OC,C67736580,inactive
2267,CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)n(C)c2=O)c1C)-c1ccc(CN2CCN(CCCCCCCOc3cccc4C(=O)N(C5CCC(=O)NC5=O)C(=O)c34)CC2)cc1,50582396,active
2268,C=CCN1c2ccccc2[C@@]3(C1=O)[C@H]4C(=NC(=NC4=O)SCc5ccccc5F)[N-]C(=C3C#N)[NH3+],C39217718,inactive
