s.no.,smiles,name,bioactivity_class
4995,C[C@@H](c1nc2ccccc2c(n1)Nc3cccc(c3)OC)N4CCN(CC4)S(=O)(=O)c5ccc(cc5)Cl,C98230928,inactive
4996,Cc1c2c(n(n1)c3ccccc3)Oc4c(c(=[NH2+])n(cn4)CCc5ccc(c(c5)OC)OC)[C@H]2c6ccccc6,C13770985,inactive
4997,COc1ccc(cc1OC)/C=N/n2c(c(c3c2nc4ccccc4[nH+]3)S(=O)(=O)c5cccs5)N,C02393148,inactive
4998,C[C@@H](c1[nH+]c2ccccc2c(n1)NCCc3ccccc3)N4CCN(CC4)S(=O)(=O)c5ccc(cc5)Br,C98230854,inactive
4999,Cc1cc(C)c(CNC(=O)c2cc(cc(N(CC3CCC3)C3CCOCC3)c2C)-c2ccc(CN3CCOCC3)cc2)c(=O)[nH]1,172057,active
5000,CCOc1ccc(cc1OCC)[C@H]2C(=C(C(=O)N2CC[NH+]3CCOCC3)O)C(=O)c4ccc5c(c4)C[C@@H](O5)C,C97954429,inactive
5001,c1ccc(cc1)C(c2ccccc2)[NH+]3CCN(CC3)CCC(=O)NNC(=O)/C=C/c4cccs4,C22785581,inactive
5002,COc1cccc(c1)NC(=O)/C(=C/c2c3ccccc3cc4c2cccc4)/NC(=O)c5ccccc5,C03009951,inactive
5003,CCOC(=O)C1=C(OC(=C([C@H]1c2ccc(cc2)Cl)C#N)N)CSc3c(cc4c(n3)CC[NH+](C4)C)C#N,C08448667,inactive
5004,COc1cc(cc(c1OC[C@@H](c2ccc3c(c2)OCO3)O)Br)C[NH2+]Cc4ccc(cc4)F,C20877055,inactive
5005,c1ccc2c(c1)cccc2CC(=O)NNC(=O)c3cccc(c3)S(=O)(=O)Nc4ccccc4Cl,C17397025,inactive
5006,Cc1cccc(c1)COc2ccc(cc2)C(=O)C3=C(C(=O)N([C@@H]3c4ccc(cc4)C(=O)OC)CCC[NH+](C)C)O,C97952413,inactive
5007,C[C@@H]1[NH+]=C(N2N1C(=[NH+][C@@H]2C)SCC(=O)c3ccc(cc3)F)SCC(=O)c4ccc(cc4)F,C13464516,inactive
5008,CCOc1ccc(cc1OCC)NC(=O)C[NH+](C)CCC(=O)Nc2ccc(cc2)S(=O)(=O)N,C22198799,inactive
5009,C[C@]1(C[C@H]([C@@H]2[C@@]([C@H]1CO)([C@H](CCC2(C)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C)O)O,C72320163,inactive
5010,C[C@@]12C[C@@H](CC(C1)(C)C)[NH+](C2)CN3c4ccc(cc4/C(=N/NC(=O)COc5ccccc5OC)/C3=O)Br,C98000079,inactive
5011,Cc1ccc(cc1)S(=O)(=O)N[C@H](CC(C)C)C(=O)NC[C@H](C)[NH+]2CCN(CC2)c3ccccc3,C32722732,inactive
5012,c1ccc(cc1)C[C@H](C(=O)N2CCC3(CC2)c4c([nH+]c[nH]4)CCN3)NC(=O)c5ccccc5,C25106769,inactive
5013,CCOc1ccc(cc1OCC)[C@@H]2C(=C(C(=O)N2CC[NH+]3CCOCC3)O)C(=O)c4ccc5c(c4)C[C@H](O5)C,C97954430,inactive
5014,CCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(Cl)cc(N(CC)C2CCOCC2)c1C,CHEMBL3771372,active
5015,COc1ccc(cc1)/C=C/C(=O)NCCC(=O)Nc2nc3c(s2)C[NH+](CC3)Cc4ccccc4,C16003192,inactive
5016,CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(cc(C)[nH]c2=O)C(C)C)c1C)-c1ccc(nc1)N1CCN(CC1)C1CCN(C)CC1,172180,active
5017,COc1ccc(cc1)NC(=O)N2CC[NH+](CC2)C[C@@H](c3ccc(cc3)Cl)OCc4c(cccc4F)F,C23436673,inactive
5018,C/C(=N/[NH+]=C(\N)/S[C@@H]1CC(=O)N(C1=O)c2cc(ccc2Cl)Cl)/c3cccs3,C59537017,inactive
5019,CC(C)(C(=O)Nc1c(c2c(s1)C[NH+](CC2)C)c3nc4ccccc4s3)Oc5ccc(cc5)Cl,C36628734,inactive
5020,CC[C@H]1[C@@H]([C@@H]2[C@@](O2)(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@@H]3[C@@H]([C@@H](C[C@@H](O3)C)[NH+](C)C)O)CC=O)C)C)C,C38141406,inactive
5021,CSCCC(=O)Nc1ccc2c(c1)c(c[nH]2)CC[NH+]3CCN(CC3)c4cccc(c4)C(F)(F)F,C23332998,inactive
5022,c1cc(ccc1OCc2nnc(n2N)SCC(=O)Nc3cc4c(cc3Br)OCCO4)F,C15623719,inactive
5023,CCN([C@H]1CC[C@@H](CC1)N(C)C)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1cnn(C)c1,172138,active
5024,Cc1ccc(cc1C)S(=O)(=O)NNC(=O)c2ccccc2NS(=O)(=O)c3cccs3,C16150956,inactive
5025,Cn1c2c(c(=O)n(c1=O)C)n(c([nH+]2)C[NH+](Cc3ccccc3)Cc4ccccc4)C[C@@H](CO)O,C09124150,inactive
5026,CCN(C1CCOCC1)c1cccc2c1CCCCCCc1cc(C)[nH]c(=O)c1CNC2=O,50061978,active
5027,COC1CC[C@@H](CC1)[C@@H](C)n1c(C)c(C(=O)NCc2c(SC)cc(C)[nH]c2=O)c2ccccc12,574859,active
5028,CC1CC(NC(=O)c2ccc(Oc3cccc(-c4ccnnc4)c3C#N)c(Cl)c2)CC(C)(C)N1,CHEMBL3264792,inactive
5029,CCCCCCCCCC/[NH+]=C/[C@]12CC[C@@H](C[C@]1(CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O[C@@H]6C[C@H]([C@@H]([C@@H](O6)C)O)O,C79210182,inactive
5030,CC[C@@H](CO)Nc1c2c(c3c4c(c([nH+]c3s2)C(C)C)COC(C4)(C)C)nc(n1)SC,C09273971,inactive
5031,[H]/N=C/1\C(=C/c2ccc(cc2)OCCCOc3ccc(cc3)Cl)\C(=O)N=C4N1C(=NS4)S(=O)(=O)C,C96459835,inactive
5032,CC1(CC(CC([NH2+]1)(C)C)N(Cc2ccc[nH+]c2)C(=S)Nc3ccc(cc3)Oc4ccccc4)C,C05945366,inactive
5033,CCOc1ccc(cc1)/C=N\n2c(c(c3c2nc4ccccc4[nH+]3)C(=O)NCCc5ccc(cc5)OC)N,C02250214,inactive
5034,C[C@@H]1Cc2cc(ccc2O1)C(=O)C3=C(C(=O)N([C@@H]3c4ccc(cc4)C(=O)OC)c5nnc(s5)SCc6ccc(cc6Cl)Cl)O,C97970288,inactive
5035,c1ccc2c(c1)ccc(c2Br)OCC(=O)N/N=C/c3cccc(c3)O,C05777194,inactive
5036,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]2C(=O)C[C@]4([C@@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)N[C@@H](Cc5c[nH]c[nH+]5)C(=O)OC)O)C,C70699343,inactive
5037,CCN(C1CCOCC1)c1cc2oc(CN3CCCCC3)cc2c(C(=O)NCc2c(OC)cc(C)[nH]c2=O)c1C,458793,active
5038,c1cc(ccc1C(=O)Nc2nc(cs2)c3cc(sc3Cl)Cl)Oc4ccc(cc4)C(=O)Nc5nc(cs5)c6cc(sc6Cl)Cl,C97961284,inactive
5039,C[NH+](CCCNC(=O)CCc1nnc2n1c3ccccc3c(=O)n2Cc4ccccc4)Cc5ccccc5,C09673552,inactive
5040,c1ccc2c(c1)[nH+]c(n2CCCOc3ccccc3Cl)S[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,C39916031,inactive
5041,CCc1ccc(cc1)C2=N[C@@H]([NH2+][C@@H](C2)c3cc(ccc3O)Br)c4ccc(c(c4)OC)OC,C20763355,inactive
5042,[H]/N=C\1/C(=C/c2ccc(c(c2)OC)OCCOc3ccc(cc3)[C@H](C)CC)/C(=O)N=C4N1N=C(S4)COc5ccccc5,C08494549,inactive
5043,Cc1ccc(cc1)C(=O)Oc2ccc(cc2/C=N/NC(=O)C(=O)Nc3ccccc3C(=O)Nc4ccc(cc4)Br)Br,C04282501,inactive
5044,Cc1cc(nc2c1cc(cc2)NC(=S)NCCCN3CCc4ccccc4C3)N5CC[NH+](CC5)C,C15961476,inactive
5045,c1cc(sc1)CNC(=O)c2ccc(cc2)n3cc[nH+]c3SCC(=O)NCc4ccc(cc4)Cl,C96324453,inactive
5046,c1cc2c(cc1NC(=O)CSCc3cc(=O)n4ccsc4[nH+]3)[nH]c([nH+]2)c5cc(ccc5F)F,C71938796,inactive
5047,c1cc(cc(c1)Cl)/C=N/NC(=O)C(=O)Nc2ccc(c(c2)C(F)(F)F)Cl,C59459745,inactive
5048,c1ccc(cc1)[C@H](c2ccc(cc2)Cl)OCCN3CCN(CC3)C(=O)[C@@H]4CS[C@H]([NH2+]4)c5cccnc5,C38545374,inactive
5049,CCOC(=O)[C@]1(CCC[NH+](C1)Cc2cn(c3c2cccc3)CC(=O)N)Cc4ccccc4C,C12434921,inactive
5050,CCN(c1cc(-c2ccc(C(=O)N3CCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)C)CC1,CHEMBL3701040,active
5051,CC(C)n1ncc2c(cc(nc12)-c1cccc(CN(C)C)c1)C(=O)NCc1c(C)cc(C)[nH]c1=O,325807,active
5052,C[C@@H](c1ccc(cc1)C(=O)CSc2nnc(s2)Nc3cccc(c3)Br)NC(=O)C,C16698860,inactive
5053,CCOC(=O)c1c(oc2c1c(c(c3c2cccc3)O)[C@H](c4ccc(cc4)C)[NH+]5CCN(CC5)C(=O)OCC)C,C33592148,inactive
5054,c1ccc2c(c1)[nH]c([nH+]2)SC/C(=N/NC(=O)c3cccnc3)/c4ccc(cc4)Br,C59460735,inactive
5055,CC(C)(C#Cc1ccc(s1)C[NH+]2CCN([C@H](C2)CCO)Cc3cccc(c3)OC)O,C19790965,inactive
5056,CCCCN1C(=O)[C@H]2[C@H]([NH2+][C@@]3([C@@H]2C1=O)c4ccccc4N(C3=O)Cc5ccccc5Cl)CCSC,C12420035,inactive
5057,COc1ccccc1NC(=S)Nc2ccc(cc2)S(=O)(=O)Nc3cc(cc(c3)Cl)Cl,C13937373,inactive
5058,CC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)Nc3nc(cs3)c4cc(ccc4OC)OC,C29266551,inactive
5059,CCOC(=O)C1=C(OC(=C([C@H]1c2ccc(cc2)F)C#N)N)CSc3c(cc4c([nH+]3)CCCCC4)C#N,C00663467,inactive
5060,C=CCOc1ccccc1C[NH+]2C[C@@H](C[C@H]2C(=O)NCc3cccnc3)Sc4[nH]c5ccccc5n4,C11967813,inactive
5061,C[C@H](C(=O)Nc1c(c2c(s1)CCCCC2)C#N)Sc3nnc(s3)NCc4ccc(cc4)OC,C16324796,inactive
5062,CCOc1cc(cc(c1OCc2ccccc2)Br)/C=C\3/C(=O)NC(=O)N(C3=O)c4ccc(cc4)Br,C97960570,inactive
5063,Cc1cc(ccc1NC(=O)C(=O)NC[C@@H](c2ccc(cc2)N(C)C)[NH+]3CCc4ccccc4C3)[N+](=O)[O-],C38667062,inactive
5064,COc1ccccc1n2c(=O)c3c(nc2SCC(=O)NCc4ccco4)n(c(=S)s3)CCc5ccccc5,C03018774,inactive
5065,c1ccc(cc1)CN(CC(=O)Nc2ccc(cc2)N3CCN(CC3)C(=O)c4ccccc4F)C(=O)C5CCC5,C36013282,inactive
5066,CC1CCc2cc(cc(Br)c2OC1)C(=O)NCc1c(C)cc(C)[nH]c1=O,359792,active
5067,COc1cccc(c1)C[NH+](Cc2ccc(o2)C(c3ccc(cc3)F)(c4ccc(cc4)F)O)C[C@@H]5CCCO5,C36203381,inactive
5068,C=C1C([C@H](C2C(=N1)CCCC2=O)c3ccc(o3)COc4ccc(cc4)C#N)C(=O)Nc5ccc(c[nH+]5)Br,C08440217,inactive
5069,Cc1ccc(cc1)S(=O)(=O)NCC(=O)N/N=C/c2cc(ccc2OC(=O)c3ccccc3C)Br,C02532205,inactive
5070,[H]/N=C\1/C(=C/c2ccc(c(c2)OC)OCCOc3ccc(cc3)Br)/C(=O)N=C4N1N=C(S4)c5ccccc5C,C08495190,inactive
5071,COc1ccc(cc1)[C@@H]2[C@@H]3[C@@H](N[C@H]([C@@H](C3=O)[C@H]([NH2+]2)c4ccc(cc4)OC)c5ccc(cc5)OC)c6ccc(cc6)OC,C59641109,inactive
5072,COc1ccc(cc1OC)[C@H](c2c(n3c(s2)ncn3)O)N4CCN(CC4)C(c5ccccc5)c6ccccc6,C97987856,inactive
5073,Cc1ccc(c(c1)C)OCCn2cc(c3c2cccc3)/C=N\Nc4[nH+]c(nc(n4)N5CCCC5)N6CCCC6,C33680130,inactive
5074,c1cc(ccc1F)S(=O)(=O)N[C@H]2Nc3ccc(cc3S2)C(=O)NC4=CC5=CC=N[C@@H]5C=C4,C39954675,inactive
5075,CN1CC[NH+](CC1)CCCOc2cc3c(cc2OC)c(c(cn3)C#N)Nc4cc(c(cc4Cl)Cl)OC,C22448983,inactive
5076,c1ccc2c(c1)[nH]c([nH+]2)SC/C(=N/NC(=O)c3cccc(c3)[N+](=O)[O-])/c4cccc(c4)Br,C59460601,inactive
5077,CCN(C1CCC(CC1)N(C)C)c1c(CC)c(cc2n(C)ncc12)C(=O)NCc1c(OC)cc(C)[nH]c1=O,516851,active
5078,CCCCNC(=O)[C@@H](N)CCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CHEMBL3397316,inactive
5079,CN(C)c1ccc(cc1)[C@@H](CNC(=O)C(=O)Nc2ccc3c(c2)OCCO3)[NH+]4CCc5ccccc5C4,C38667048,inactive
5080,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(cc2n(ncc12)C(C)C)-c1ccc(F)cn1,50536581,active
5081,c1ccc(cc1)[C@H](c2ccc3c(c2)[nH]c[nH+]3)NC(=O)[C@H]4CCCN(C4)S(=O)(=O)c5ccc(cc5)F,C36039819,inactive
5082,CCCCCOc1ccc(cc1OCC)[C@H]2C(=C(C(=O)N2CCC[NH+]3CCOCC3)O)C(=O)c4ccc5c(c4)C[C@H](O5)C,C97967205,inactive
5083,Cc1cc[nH+]c(c1)N[C@@H](c2cccc[nH+]2)c3c([nH]c4c3cc(cc4)NC(=O)c5ccccc5OC)C,C21805880,inactive
5084,CC(C)COc1ccc(cc1)/C(=C/2\[C@H](N(C(=O)C2=O)CC[NH+](C)C)c3cccc(c3)Br)/O,C09349823,inactive
5085,[H]/N=C\1/C(=C\c2ccc(cc2)OCCOc3cccc(c3)OC)/C(=O)N=C4N1N=C(S4)S(=O)(=O)CC,C20208204,inactive
5086,CC(OCc1cc(F)cc(F)c1)c1c(C)c(cc2cccn12)C(=O)NCc1c(C)cc(C)[nH]c1=O,490135,active
5087,CCOc1ccc(cc1)NC(=O)CSc2c3c(nc(n2)c4ccc(cc4)Cl)Oc5c([nH+]cc(c5C3)CO)C,C97987128,inactive
5088,COC(c1cc(Cl)c2CCN(Cc3c(C)cc(C)[nH]c3=O)C(=O)c2c1Cl)C1(F)CCN(C)CC1,435611,active
5089,CCOc1cccc(c1O)[C@@H]2CC(=N[C@H]([NH2+]2)c3cc(ccc3OC)Br)c4ccc(cc4)C,C09542754,inactive
5090,CCC[NH+](C[C@H](Cc1ccccc1)O)CC(=O)N2CCc3c(ccs3)[C@@H]2COc4cccc(c4)F,C36309617,inactive
5091,c1ccc(cc1)Cn2c(c3c(nc(nc3[nH+]2)N4CCN(CC4)CCOc5ccccc5)c6ccccc6F)N,C44854584,inactive
5092,c1cc(c(cc1Cl)[N+](=O)[O-])NC(=O)[C@](C(F)(F)F)(OC([C@@](C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F,C95100600,inactive
5093,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(cc2n(ncc12)C(C)C)-c1ccccc1,50536554,active
5094,CCOc1ccccc1n2c3c(c(=O)n(c(n3)SCC(=O)Nc4ccc(cc4)[NH+](C)C)c5ccccc5)sc2=S,C03019030,inactive
5095,C[C@@H](C(=O)Nc1c(cccc1F)F)S[C@@H]2NN=C(N2C3CC3)C4=c5ccccc5=[NH+]C4,C39995185,inactive
5096,c1cc(ccc1/C=N/NC(=[NH2+])S[C@@H]2CC(=O)N(C2=O)c3ccc(cc3)Br)O,C01021261,inactive
5097,CC[NH+](CC)C[C@H](COc1c(ccc2c1sc3c2c(=O)n4c(n3)CCCCC4)Br)O,C09943219,inactive
5098,Cn1c(=O)c(cnc1Nc2ccc(cc2)F)c3ccc(cn3)Oc4ccnc5c4cc(c(c5)OCCC[NH+]6CCOCC6)OC,C43202030,inactive
5099,CC(=O)N[C@H]1c2cc(cnc2N([C@@H]1C(=O)OC)CCC3=c4ccccc4=[NH+]C3)NCc5cccc(c5)F,C63985827,inactive
5100,c1ccc2c(c1)c(c(o2)C(=O)Nc3ccccc3F)NC(=O)Cc4cccs4,C05035431,inactive
5101,CSCC[C@@H](C(=O)N1CCC2(CC1)c3c([nH+]c[nH]3)CC[NH2+]2)NC(=O)COc4ccc(cc4)Cl,C20589581,inactive
5102,Cc1ccc(cc1)S(=O)(=O)NC2=NC3=[NH+]C(=C[C@H](N3N2)c4ccc(cc4)F)c5ccc(cc5)Cl,C06101497,inactive
5103,CC[C@H](C(=O)Nc1ccccc1C)Oc2c(ccc3c2sc(c3C(=O)OC)NC(=O)C)Br,C33113685,inactive
5104,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CC(=C5[C@@]4(CCC(=C5)OCCCl)C)C#N)F)O)C)OC(O2)(C)C,C04215327,inactive
5105,Cc1cc(C)c(CNC(=O)c2cc(cc3n(ncc23)C2CCCC2)-c2cccc(CNCCO)c2)c(=O)[nH]1,326076,active
5106,COc1ccc(cc1)NS(=O)(=O)c2ccc-3c(c2)C(=NO)c4c3ccc(c4)S(=O)(=O)Nc5ccc(cc5)OC,C03010360,inactive
5107,C[C@@H]1C(=C(N=N1)C)CCC2=[NH+]C3=c4ccccc4=[NH+][C@H](N3N2)SCc5cc(=O)n6cc(ccc6n5)Cl,C63708140,inactive
5108,CCN(c1cc(/C=C/c2ccc(CN3CCN(C)CC3)cc2)cc(C(=O)NCc2c3c(c(C)[nH]c2=O)CCCC3)c1C)C1CCOCC1,CHEMBL4647553,active
5109,CCN(C(=O)C1CC1)c1cc(-c2cnc(N3CCN(CC4CC4)CC3)c(C)c2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C,CHEMBL4863309,active
5110,c1[nH]nc(n1)/N=C(/[C@@](C(F)(F)F)(OC([C@@](C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)\O,C68574609,inactive
5111,Cc1cc(Sc2ccccc2)c(CNC(=O)c2c(C)n([C@H](C)C3CCN(CC(F)(F)F)CC3)c3ccccc23)c(=O)[nH]1,CHEMBL4638163,active
5112,CCN(CC)C(=O)CS[C@@H]1NN[C@H](O1)[C@H](CC2=c3ccccc3=[NH+]C2)NC(=O)OC(C)(C)C,C63411785,inactive
5113,Cc1cccc(c1)COc2ccc(cc2)C(=O)C3=C(C(=O)N([C@H]3c4ccc(cc4)Cl)CCCn5cc[nH+]c5)O,C04649984,inactive
5114,C[C@H](C(=O)Nc1ccccc1C(=O)c2ccccc2)[NH+](C)CC(=O)Nc3ccccc3Br,C16633281,inactive
5115,CC(C)n1ncc2c(cc(nc12)C1CC1)C(=O)NCc1c(C)cc(C)nc1=O,190178,active
5116,CC[C@H](C)n1cc(C)c2c(cc(cc12)-c1ccc(nc1)N1CCN(CCCCCCCCOc2cccc3C(=O)N(C4CCC(=O)NC4=O)C(=O)c23)CC1)C(=O)NCc1c(C)cc(C)[nH]c1=O,50582381,active
5117,CC(C)(C)c1ccc(cc1)OCCCn2c3ccccc3nc2S[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,C39916021,inactive
5118,c1ccc(c(c1)c2ccc(o2)[C@@H]3[C@H]([C@@]([NH+]=C(N3)O)(C(F)(F)F)O)C(=O)c4ccc(cc4)Cl)[N+](=O)[O-],C09312514,inactive
5119,c1cc(ccc1/C=N/N=C/2\NC(=O)[C@H](S2)CC(=O)Nc3ccc(cc3)Br)[N+](=O)[O-],C39843397,inactive
5120,Cc1cc(C)c(CNC(=O)c2cc3CCOc3c(c2)-c2ccc(nc2)N2CCNCC2)c(=O)[nH]1,359768,active
5121,COc1cc(c(cc1O)/C=C(\C#N)/C(=O)Nc2ccccc2Cl)Br,C03616023,inactive
5122,C[NH+]1CCN(CC1)c2ccc(cc2)NC(=O)CSc3nnc(o3)c4ccc(cc4)Br,C34718556,inactive
5123,CCOC(=O)[C@@H](Cc1cc(c(c(c1)I)Oc2ccc(cc2)OC)I)NC(=O)C,C08619209,inactive
5124,CC(C)NC(=O)[C@H](c1ccc(cc1)Cl)N(Cc2cccs2)C(=O)CCC(=O)Nc3cccc[nH+]3,C13501382,inactive
5125,Cc1cc(C)c(CNC(=O)c2cc(Br)c3OC(C)(C)CCc3c2)c(=O)[nH]1,359773,active
5126,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)n4c5ccc(cc5c(n4)c6cc[nH+]cc6)N,C91365325,inactive
5127,C[C@@H](C(=O)NC(=O)NC(C)(C)C)OC(=O)CNS(=O)(=O)c1cc(ccc1Cl)C(F)(F)F,C16799873,inactive
5128,CCOC(=O)C1=C(N=C([C@H]([C@@H]1c2ccccc2F)C#N)SCC(=O)Nc3c(cc(cc3C)C)C)O,C09015043,inactive
5129,c1cc(ccc1c2ccc(o2)/C=C(/C#N)\C(=O)NCC[NH+]3CCCCC3)S(=O)(=O)N,C13785708,inactive
5130,c1ccc2c(c1)[nH]c([nH+]2)Cc3ccc(cc3)N[C@@H]4CC(=O)N(C4=O)c5ccc(cc5)Br,C01133268,inactive
5131,CCN(C1CCN(CC1)C(C)=O)c1cc2occc2c(C(=O)NCc2c(OC)cc(C)[nH]c2=O)c1C,458818,active
5132,CC(C)NS(=O)(=O)c1ccc2c(c1)[C@@H]3C=CC[C@H]3[C@H](N2)c4ccccc4OC,C20749279,inactive
5133,CCOc1ccc(cc1)NC(=O)C[C@@H]2C(=O)[N+](=C(S2)Nc3ccc(cc3)OC)CCc4ccc(cc4)Cl,C97960263,inactive
5134,c1cc(oc1)/C=[NH+]/c2ccc(c(c2)Cl)NC(=O)c3ccc(cc3)C(=O)Nc4ccc(cc4Cl)/N=C/c5ccco5,C00865568,inactive
5135,c1ccc(cc1)c2ccc(cc2)c3csc(n3)C4=C(N(CC4=O)N5CCCCC5)N,C34769706,inactive
5136,Cc1cc2c(c(=O)o1)[C@@H](C(=C(O2)N)S(=O)(=O)c3ccccc3)c4ccc(cc4)Cl,C01402112,inactive
5137,c1ccc2c(c1)C(=O)N([C@H](N2)c3csc(n3)c4ccc(cc4)Cl)CCC[NH+]5CCOCC5,C27865859,inactive
5138,C[C@@H](c1nnc(n1c2ccc(cc2)Cl)S[C@@H](C)C(=O)Nc3ccccc3SC)[NH+](C)C,C22718738,inactive
5139,CCn1c(=O)c2c3c(sc2nc1SCC(=O)Nc4ccc(cc4)S(=O)(=O)Nc5cc(nc(n5)C)C)CCCC3,C01891378,inactive
5140,CC[NH+](CC(=O)Nc1ccc(cc1)NC(=O)C)[C@@H](C)C(=O)Nc2ccc(c(c2)C(F)(F)F)Cl,C16556819,inactive
5141,CC[C@H](C(=O)Nc1ccccc1OC)SC2=Nc3ccccc3C4=N[C@@H](C(=O)N42)CC(=O)NCc5ccccc5,C02968238,inactive
5142,CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CNCCO)cc1,172092,active
5143,c1ccc(cc1)C(c2ccccc2)N3CC[NH+](CC3)CN4c5ccccc5[C@](C4=O)([C@H]6C(=O)N=C(S6)N)O,C22804354,inactive
5144,c1ccc(c(c1)C(=O)NC2CC2)NC(=O)CSc3nnc(n3C[C@H]4CCCO4)c5ccc(cc5)F,C09712025,inactive
5145,c1cc(ccc1C(=O)NC(=S)Nc2ccc(cc2Br)[N+](=O)[O-])I,C14275233,inactive
5146,c1ccc(c(c1)C[NH2+]CC(=O)CSc2nc3c(cn[nH]3)c(=O)n2c4cccc(c4)C(F)(F)F)Cl,C20663939,inactive
5147,Cc1nc2n(n1)c(c(s2)[C@@H](c3cccc(c3)Cl)[NH+]4CCN(CC4)C(c5ccccc5)c6ccccc6)O,C22852792,inactive
5148,C[C@@]12CC[C@H]([C@@]([C@H]1Cc3c(nc(s3)NC(=O)C4CCC4)[C@H]2CC(=O)N(C)CC#C)(C)CO)O,C04222456,inactive
5149,COc1ccc(cc1)c2c3c([nH]n2)C(=O)N([C@H]3c4cccc(c4)Br)Cc5cc[nH+]cc5,C40344974,inactive
5150,Cc1cccc(c1)N([C@@H](c2ccc(cc2)Cl)C(=O)NC(C)C)C(=O)CCC(=O)Nc3cccc[nH+]3,C13501374,inactive
5151,c1ccc2c(c1)cccc2C[NH+](C[C@@H](COc3ccc(cc3Cl)Cl)O)[C@@H]4CCS(=O)(=O)C4,C40317886,inactive
5152,COc1cc2c(NC3CCN(Cc4ccccc4)CC3)nc(NCCCN(C)C)nc2cc1OCc1ccccc1,CHEMBL5202637,inactive
5153,Cc1cccc(c1)COc2ccc(cc2)/C(=C/3\[C@H](N(C(=O)C3=O)CCCn4cc[nH+]c4)c5ccc(cc5)O)/O,C13552439,inactive
5154,CC[NH+]1CCC2(CC1)N=C(C(=N2)SCC(=O)Nc3ccc(cc3)Cl)c4ccc(cc4)Br,C35397216,inactive
5155,COc1ccc(c(c1)OC)Nc2c3ccccc3[nH+]c(n2)N4CCN(CC4)S(=O)(=O)c5ccc6c(c5)OCCO6,C98009037,inactive
5156,CC1=CC(=O)[C@H]([C@@H]2N1c3ccccc3S[C@@H](C2)c4ccsc4)C(=O)NCC5[NH+]=c6ccccc6=[NH+]5,C64084201,inactive
5157,c1cc(ccc1[C@@H](CNC(=O)c2ccc(o2)S(=O)(=O)c3ccc(cc3)Cl)[NH+]4CCCCCC4)Cl,C40322231,inactive
5158,CCN(C1CCOCC1)c1cc2oc(CN3CCN(C)CC3)cc2c(C(=O)NCc2c(OC)cc(C)[nH]c2=O)c1CC,50287072,active
5159,CCOc1ccc(cc1)NC(=O)CSc2c3c(nc(n2)c4ccc(cc4)OC)Oc5c([nH+]cc(c5C3)CO)C,C08589269,inactive
5160,CCN([C@H]1CC[C@@H](CC1)N(C)C)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C(C)C,190195,active
5161,c1ccc2=[NH+]CC(=c2c1)[C@@H](CNC(=O)CNC(=O)c3ccc4c(c3)OCO4)c5ccccc5Cl,C63919965,inactive
5162,CC(C)n1ncc2c(cc(nc12)N1CCC(CC1)N1CCNCC1)C(=O)NCc1c(C)cc(C)[nH]c1=O,325950,active
5163,CCCCCOc1ccc(cc1OCC)[C@@H]2C(=C(C(=O)N2CC[NH+]3CCOCC3)O)C(=O)c4ccc5c(c4)C[C@@H](O5)C,C97969412,inactive
5164,c1ccc(cc1)NC(=O)C(=S)Nc2ccccc2c3ccccc3NC(=S)C(=O)Nc4ccccc4,C20523198,inactive
5165,CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCC(CC2)N2CC(C2)OC2CC2)c2ncccc12,574879,active
